tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_temp
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	238.51	g	-6.63	1.237e-06	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	244.5	g	-9.85	1.554e-06	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	249.03	g	-10.19	1.649e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	248.8	g	-12.9	2.029e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	247.7	g	-11.02	1.985e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	248.32	g	-10.53	1.899e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	248.97	g	-8.93	1.777e-06	13	u	273.		773.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	248.55	g	-10.86	1.719e-06	14	u	273.		798.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	248.45	g	-9.04	1.711e-06	15	u	273.		823.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	247.46	g	-9.53	1.522e-06	16	u	273.		848.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	247.26	g	-9.99	1.070e-06	17	u	273.		858.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	246.6	g	-5.22	4.886e-07	18	u	273.		873.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	123.13	g	70.3	1.913e-07	19	u	273.		893.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	148.34	g	72.08	1.464e-07	20	u	273.		913.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	149.6	g	42.15	3.340e-07	21	u	273.		933.0
TMK	This study	Timbavati	TG03-1	TG03	TG03-1	TG03-1:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	120.73	g	49.88	2.886e-07	22	u	273.		953.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-NO:LP-DIR-AF:LP-DIR-T	190.91	g	-3.58	4.391e-06	0	u	273.		
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	160	g	-12.05	9.051e-07	1	u	273.	0.0100	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	171.49	g	-19.85	5.195e-07	2	u	273.	0.0200	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	182.76	g	-10.94	3.567e-07	3	u	273.	0.0300	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	180.69	g	-2.43	3.031e-07	4	u	273.	0.0400	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	179.07	g	-7.23	3.938e-07	5	u	273.	0.0500	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	156.73	g	16.35	4.701e-07	6	u	273.	0.0600	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	139.1	g	5.12	6.597e-07	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	138.45	g	2.59	8.226e-07	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	136.59	g	8.93	1.037e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	137.94	g	4.9	1.179e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	136.02	g	9.95	1.188e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	139.77	g	9.72	1.150e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	132.49	g	13.2	1.014e-06	13	u	273.		773.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	131.99	g	12.37	9.339e-07	14	u	273.		798.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	126.15	g	14.68	7.814e-07	15	u	273.		823.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	71.3	g	47.87	4.041e-07	16	u	273.		848.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	60.4	g	42.37	2.804e-07	17	u	273.		858.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	54.21	g	39.17	2.185e-07	18	u	273.		873.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	34.91	g	59.3	2.392e-07	19	u	273.		893.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	72.77	g	62.52	2.742e-07	20	u	273.		913.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	40.06	g	34.53	3.546e-07	21	u	273.		933.0
TMK	This study	Timbavati	TG03-3	TG03	TG03-3	TG03-3:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	44	g	41.42	2.041e-07	22	u	273.		953.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-NO:LP-DIR-AF:LP-DIR-T	270.11	g	-6.39	5.381e-06	0	u	273.		
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	282.67	g	28.77	3.525e-07	1	u	273.	0.0100	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	212.44	g	16.56	1.839e-07	2	u	273.	0.0200	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	199.56	g	6.48	3.278e-07	3	u	273.	0.0300	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	194.98	g	8.18	3.216e-07	4	u	273.	0.0400	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	210.35	g	1.97	4.989e-07	5	u	273.	0.0500	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	223.53	g	0.57	4.866e-07	6	u	273.	0.0600	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	222.38	g	0.04	6.824e-07	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	226.74	g	-2.75	7.958e-07	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	238.29	g	-7.66	1.023e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	236.9	g	-6.13	1.146e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	235.84	g	-2.74	1.130e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	236.91	g	-1.7	1.072e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	239.62	g	-1.91	9.360e-07	13	u	273.		773.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	239.65	g	-1.74	9.051e-07	14	u	273.		798.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	241.41	g	-4.33	8.164e-07	15	u	273.		823.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	239.57	g	14.18	3.897e-07	16	u	273.		848.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	119.07	g	47.51	1.860e-07	17	u	273.		858.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	321.99	g	88.11	2.062e-07	18	u	273.		873.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	126.31	g	74.72	3.093e-07	19	u	273.		893.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	123.49	g	54.29	2.907e-07	20	u	273.		913.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	119.14	g	72.47	3.422e-07	21	u	273.		933.0
TMK	This study	Timbavati	TG03-2	TG03	TG03-2	TG03-2:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	103.25	g	62.5	1.926e-07	22	u	273.		953.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-NO:LP-DIR-AF:LP-DIR-T	198.78	g	-34.91	3.567e-06	0	u	273.		
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	89.58	g	65.63	1.381e-06	1	u	273.	0.0100	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	119.15	g	56.38	9.360e-07	2	u	273.	0.0200	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	140.71	g	30.51	5.443e-07	3	u	273.	0.0300	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	155.85	g	10.87	9.216e-07	4	u	273.	0.0400	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	164.62	g	-2.61	1.282e-06	5	u	273.	0.0500	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	159.25	g	-0.31	2.124e-06	6	u	273.	0.0600	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	151.15	g	1.63	2.536e-06	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	156.15	g	1.26	3.072e-06	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	157.17	g	-0.11	3.319e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	155.72	g	0.9	3.793e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	155.58	g	3.37	3.773e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	156.35	g	3.97	3.711e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	156.53	g	5.66	3.381e-06	13	u	273.		773.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	154.1	g	5.79	3.154e-06	14	u	273.		798.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	152.64	g	6.29	2.886e-06	15	u	273.		823.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	142.66	g	21.75	1.400e-06	16	u	273.		848.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	126.7	g	77.3	4.701e-07	17	u	273.		858.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	90.06	g	66.51	4.268e-07	18	u	273.		873.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	101.29	g	76.88	4.268e-07	19	u	273.		893.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	169.52	g	66.24	2.288e-07	20	u	273.		913.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	157.79	g	65.83	3.361e-07	21	u	273.		933.0
TMK	This study	Timbavati	TG03-11	TG03	TG03-11	TG03-11:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	120	g	63.94	3.402e-07	22	u	273.		953.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-NO:LP-DIR-AF:LP-DIR-T	292.2	g	-9.92	6.329e-06	0	u	273.		
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	343.6	g	43.53	1.103e-06	1	u	273.	0.0100	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	6.3	g	40.6	6.226e-07	2	u	273.	0.0200	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	239.28	g	85.36	3.051e-07	3	u	273.	0.0300	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	228.94	g	42.17	3.505e-07	4	u	273.	0.0400	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	189.16	g	16.01	5.505e-07	5	u	273.	0.0500	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	216.76	g	11.28	9.628e-07	6	u	273.	0.0600	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	213.32	g	-1.35	1.371e-06	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	218.22	g	2.8	1.447e-06	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	211.96	g	-7.36	1.926e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	218.06	g	-4.18	2.247e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	217.99	g	-1.2	2.227e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	217.34	g	2.07	2.185e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	218.97	g	1.14	2.008e-06	13	u	273.		773.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	218.71	g	1.85	1.884e-06	14	u	273.		798.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	219.6	g	4.24	1.658e-06	15	u	273.		823.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	231	g	35.19	6.659e-07	16	u	273.		848.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	258.96	g	75.18	5.402e-07	17	u	273.		858.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	211.06	g	61.98	5.051e-07	18	u	273.		873.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	188.28	g	79.76	3.608e-07	19	u	273.		893.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	203.68	g	80.04	3.835e-07	20	u	273.		913.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	132.39	g	82.46	2.577e-07	21	u	273.		933.0
TMK	This study	Timbavati	TG03-10	TG03	TG03-10	TG03-10:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	75.26	g	55.16	2.206e-07	22	u	273.		953.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-NO:LP-DIR-AF:LP-DIR-T	177.5	g	-2.56	2.082e-05	0	u	273.		
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	168.5	g	-33.97	9.401e-07	1	u	273.	0.0100	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	165.71	g	-68.55	4.061e-07	2	u	273.	0.0200	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	141.77	g	0.32	2.845e-07	3	u	273.	0.0300	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	151.61	g	10.47	4.061e-07	4	u	273.	0.0400	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	149.35	g	27.07	5.752e-07	5	u	273.	0.0500	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	146.2	g	21.23	7.051e-07	6	u	273.	0.0600	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	141.46	g	19.7	9.958e-07	7	u	273.	0.0700	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	140.23	g	31.14	1.119e-06	8	u	273.	0.0800	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	140.84	g	28.01	1.128e-06	9	u	273.	0.0900	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-AF-Z:LP-DIR-AF:LP-DIR-T	137.16	g	27.43	1.216e-06	10	u	273.	0.1000	
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	141.21	g	32.72	1.253e-06	11	u	273.		423.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	132.57	g	35.08	1.317e-06	12	u	273.		573.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	137.59	g	32.74	1.183e-06	13	u	273.		773.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	137.07	g	33.55	1.188e-06	14	u	273.		798.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	129.29	g	36.17	1.062e-06	15	u	273.		823.0
TMK	This study	Timbavati	TG03-7	TG03	TG03-7	TG03-7:LP-DIR-AF:LP-DIR-T		LT-T-Z:LP-DIR-AF:LP-DIR-T	135.32	g	43.12	1.060e-06	16	u	273.		848.0
