tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-10	PW8	17.1	0	0	pmag core	-81		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-11	PW8	15.3	0	0	pmag core	-77		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-12	PW8	18.1	0	0	pmag core	-77		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-13	PW8	42.3	0	0	pmag core	-60		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-1	PW8	108.9	0	0	pmag core	-67		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-2	PW8	75.6	0	0	pmag core	-24		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-3	PW8	141.4	0	0	pmag core	-36		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-4	PW8	122.9	0	0	pmag core	-41		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-5	PW8	116.7	0	0	pmag core	-39		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-6	PW8	41.8	0	0	pmag core	-82		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-7	PW8	6.4	0	0	pmag core	-19		-24.474	25.597
This study	Botswana 2012	Mabogoapitse Hill Sill	PW8-8	PW8	332.3	0	0	pmag core	-21		-24.474	25.597
