tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Suping Sill	PW11-10	PW11	11.6	10	281.16	pmag core	-25		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-11	PW11	35.5	10	281.16	pmag core	-19		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-12	PW11	5.4	10	281.16	pmag core	-19		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-1	PW11	107.8	10	281.16	pmag core	-21		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-2	PW11	108.1	10	281.16	pmag core	-23		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-3	PW11	100.3	10	281.16	pmag core	-22		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-4	PW11	88.5	10	281.16	pmag core	-14		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-5	PW11	312.1	10	281.16	pmag core	-15		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-6	PW11	291.3	10	281.16	pmag core	-10		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-7	PW11	333.6	10	281.16	pmag core	-12		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-8	PW11	329.9	10	281.16	pmag core	-18		-24.3277	25.5322
This study	Botswana 2012	Suping Sill	PW11-9	PW11	213.9	10	281.16	pmag core	-22		-24.3277	25.5322
