tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	172.4	4	90.06	pmag core	-41		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	162.1	4	90.06	pmag core	-39		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	171.4	4	90.06	pmag core	-34		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	144.7	4	90.06	pmag core	-30		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	82.2	4	90.06	pmag core	-35		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	137	4	90.06	pmag core	-17		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	125.5	4	90.06	pmag core	-40		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	73.1	4	90.06	pmag core	-25		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-1	PW31	40.8	4	90.06	pmag core	-23		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-2	PW31	127.9	4	90.06	pmag core	-64		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-3	PW31	125.4	4	90.06	pmag core	-65		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-4	PW31	121.6	4	90.06	pmag core	-59		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-5	PW31	124.9	4	90.06	pmag core	-64		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-6	PW31	144.6	4	90.06	pmag core	-30		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-7	PW31	121.9	4	90.06	pmag core	-50		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-8	PW31	118.6	4	90.06	pmag core	-60		-22.7069	26.6114
This study	Botswana 2012	Mokgware Sill	PW31-9	PW31	109	4	90.06	pmag core	-59		-22.7069	26.6114
