tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:33:28.00	-268.098419	g	8.507699976	2.82E-06	1205368	0.067	u				
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:33:42.00	-266.6689359	g	3.397210141	3.33E-06	1205369	0.267	u				
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:33:56.00	-264.7506645	g	14.92619842	3.69E-06	1205370	0.467	u				
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:34:10.00	-236.8825182	g	6.686048381	3.17E-06	1205371	0.667	u				
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:34:24.00	192.8377073	g	-11.88592249	2.42E-06	1205372	0.867	u				
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:34:38.00	-229.8175273	g	15.4222865	2.93E-06	1205373	1.067	u				
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:34:52.00	-231.3558527	g	-9.903175212	2.74E-06	1205374	1.267	u				
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:09:35:06.00	180.2790179	g	-8.193029483	3.47E-06	1205375	1.467	u				
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:58:35.00	85.83765276	g	26.45077435	1.44E-06	1232888	0.067	u				77
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:58:50.00	83.60905192	g	17.00345337	1.63E-06	1232889	0.267	u				77
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:59:04.00	83.60491383	g	24.76136903	1.84E-06	1232890	0.467	u				77
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:59:18.00	-248.9770456	g	17.04988518	1.55E-06	1232891	0.667	u				77
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:59:32.00	-191.2142308	g	-5.920272609	1.19E-06	1232892	0.867	u				77
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:09:59:47.00	-248.7468415	g	20.71396196	1.57E-06	1232893	1.067	u				77
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:10:00:01.00	-243.5016836	g	1.237138757	1.41E-06	1232894	1.267	u				77
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:22:10:00:15.00	-190.7267171	g	-2.606704869	1.65E-06	1232895	1.467	u				77
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:07:18.00	85.68730925	g	26.39195475	1.43E-06	1232896	0.067	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:07:33.00	83.66832019	g	16.89811563	1.62E-06	1232897	0.267	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:07:49.00	83.43697475	g	24.6691726	1.84E-06	1232898	0.467	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:08:04.00	-249.0908764	g	17.01863166	1.54E-06	1232899	0.667	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:08:19.00	-191.2701147	g	-5.989048119	1.18E-06	1232900	0.867	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:08:34.00	-248.7297697	g	20.55587605	1.57E-06	1232901	1.067	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:08:49.00	-243.487241	g	1.19380218	1.41E-06	1232902	1.267	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:09:05.00	-191.0360839	g	-2.503195818	1.65E-06	1232903	1.467	u		0.001		
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:12:37.00	85.62571029	g	26.61041265	1.42E-06	1232904	0.067	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:12:53.00	83.60421991	g	17.13363321	1.61E-06	1232905	0.267	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:13:08.00	83.33739769	g	24.85985917	1.83E-06	1232906	0.467	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:13:23.00	-249.2156836	g	17.2025735	1.53E-06	1232907	0.667	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:13:38.00	-191.4838009	g	-5.763661117	1.18E-06	1232908	0.867	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:13:53.00	-248.8706984	g	20.65861519	1.56E-06	1232909	1.067	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:14:09.00	-243.5734191	g	1.429367301	1.40E-06	1232910	1.267	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:14:24.00	-191.3264359	g	-2.364380189	1.64E-06	1232911	1.467	u		0.0015		
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:17:57.00	85.36836543	g	27.06780173	1.40E-06	1232912	0.067	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:18:12.00	83.33107566	g	17.52947681	1.59E-06	1232913	0.267	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:18:27.00	83.11898325	g	25.15003496	1.81E-06	1232914	0.467	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:18:42.00	-249.4802788	g	17.49962643	1.52E-06	1232915	0.667	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:18:58.00	-192.0080939	g	-5.450959198	1.16E-06	1232916	0.867	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:19:13.00	-249.2146149	g	20.83808136	1.55E-06	1232917	1.067	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:19:28.00	-243.9231051	g	1.890436334	1.38E-06	1232918	1.267	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:19:43.00	-191.9579232	g	-2.16555783	1.61E-06	1232919	1.467	u		0.002		
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:23:17.00	84.92042328	g	27.78149926	1.38E-06	1232920	0.067	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:23:32.00	82.80554767	g	18.16032923	1.56E-06	1232921	0.267	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:23:47.00	82.69773085	g	25.6364762	1.78E-06	1232922	0.467	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:24:02.00	-249.9045218	g	17.95757322	1.49E-06	1232923	0.667	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:24:17.00	-192.8880915	g	-5.051804947	1.14E-06	1232924	0.867	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-15	PW31	PW31-15a	"PW31-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:24:33.00	-249.7439894	g	21.13967826	1.53E-06	1232925	1.067	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-16	PW31	PW31-16a	"PW31-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:24:48.00	-244.4779414	g	2.480353087	1.35E-06	1232926	1.267	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-17	PW31	PW31-17a	"PW31-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:25:03.00	-192.8178619	g	-1.835427679	1.58E-06	1232927	1.467	u		0.0025		
This study	Botswana 2012	Mokgware Sill	PW31-10	PW31	PW31-10a	"PW31-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:32:42.00	81.39841346	g	31.96368301	1.26E-06	1232928	0.067	u		0.005		
This study	Botswana 2012	Mokgware Sill	PW31-11	PW31	PW31-11a	"PW31-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:32:57.00	79.68910477	g	22.14189764	1.42E-06	1232929	0.267	u		0.005		
This study	Botswana 2012	Mokgware Sill	PW31-12	PW31	PW31-12a	"PW31-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:33:12.00	79.6417568	g	29.01965398	1.63E-06	1232930	0.467	u		0.005		
This study	Botswana 2012	Mokgware Sill	PW31-13	PW31	PW31-13a	"PW31-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:33:27.00	-252.8785633	g	21.19467457	1.35E-06	1232931	0.667	u		0.005		
This study	Botswana 2012	Mokgware Sill	PW31-14	PW31	PW31-14a	"PW31-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:10:33:42.00	-198.4311017	g	-1.91525667	1.01E-06	1232932	0.867	u		0.005		
