tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Lentsweletau Sill	PW20-1	PW20	PW20-1a	"PW20-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:16:01:37.00	-79.72736194	g	-28.49508729	2.58E-05	1175139		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-2	PW20	PW20-2a	"PW20-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:16:09:41.00	203.899914	g	18.63074993	0.0001459	1175140		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-3	PW20	PW20-3a	"PW20-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:16:19:45.00	2.454187919	g	-85.5815612	2.60E-05	1175149		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-4	PW20	PW20-4a	"PW20-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:16:27:53.00	-197.061187	g	26.82575927	7.13E-05	1175158		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-5	PW20	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO	2013:03:05:10:20:41.00	-196.5944097	g	75.56128579	3.46E-05	1177816		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-6	PW20	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO	2013:03:05:10:28:20.00	209.5657023	g	50.68380092	1.75E-05	1177819		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-7	PW20	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO	2013:03:05:10:35:06.00	-10.575668	g	-63.82021146	6.17E-06	1177820		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-8	PW20	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO	2013:03:05:10:41:06.00	-182.015856	g	-73.1187144	2.23E-06	1177821		u				
This study	Botswana 2012	Lentsweletau Sill	PW20-1	PW20	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:07:52.00	-83.26929234	g	-22.93466121	1.04E-05	1220970	0.067	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-3	PW20	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:08:20.00	41.85923388	g	-77.11567375	1.05E-05	1220972	0.467	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-4	PW20	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:08:34.00	-203.3373416	g	26.31127506	4.21E-05	1220973	0.667	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-5	PW20	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:08:48.00	-208.4386842	g	74.8660047	1.67E-05	1220974	0.867	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-6	PW20	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:09:02.00	207.5720472	g	58.80337255	9.08E-06	1220975	1.067	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-7	PW20	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:09:16.00	13.97908508	g	-72.4698163	1.85E-06	1220976	1.267	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-8	PW20	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:01:10:09:30.00	-223.0664412	g	-63.31434141	8.95E-07	1220977	1.467	u				77
This study	Botswana 2012	Lentsweletau Sill	PW20-1	PW20	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:21:43.00	-83.30402633	g	-22.9103457	1.04E-05	1220978	0.067	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-3	PW20	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:22:13.00	42.66737655	g	-77.19526108	1.05E-05	1220980	0.467	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-4	PW20	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:22:28.00	-203.365005	g	26.3741828	4.21E-05	1220981	0.667	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-5	PW20	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:22:43.00	-208.4688001	g	74.8766466	1.67E-05	1220982	0.867	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-6	PW20	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:22:58.00	207.4053402	g	59.05295761	9.10E-06	1220983	1.067	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-7	PW20	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:23:13.00	14.52548461	g	-72.77112154	1.85E-06	1220984	1.267	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-8	PW20	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:23:28.00	-223.5133784	g	-63.10170748	8.97E-07	1220985	1.467	u		0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-1	PW20	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:43:15.00	-83.30832631	g	-22.86798164	1.04E-05	1220986	0.067	u		0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-3	PW20	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:43:45.00	43.13469305	g	-77.23761871	1.05E-05	1220988	0.467	u		0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-4	PW20	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:01:10:44:00.00	-203.4069038	g	26.49334395	4.21E-05	1220989	0.667	u		0.0015		
