tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-1	PW15	PW15-1a	"PW15-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:11:26:19.00	-38.87943171	g	39.42769196	8.83E-05	1175055		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-2	PW15	PW15-2a	"PW15-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:11:37:03.00	230.8391611	g	7.966662844	0.000298817	1175056		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-3	PW15	PW15-3a	"PW15-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:11:47:28.00	239.1267822	g	-34.91671355	0.000133891	1175057		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-4	PW15	PW15-4a	"PW15-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:12:03:01.00	-5.734409177	g	72.11477659	0.000190034	1175058		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-5	PW15	PW15-5a	"PW15-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:12:12:41.00	262.6513089	g	72.57407778	3.01E-05	1175059		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-6	PW15	PW15-6a	"PW15-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:12:21:41.00	250.6688655	g	39.00513901	4.09E-05	1175060		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-7	PW15	PW15-7a	"PW15-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:13:57:58.00	259.3151412	g	18.37292531	4.84E-05	1175097		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-8	PW15	PW15-8a	"PW15-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:14:10:13.00	-14.09757535	g	14.12571145	6.61E-05	1175098		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-1	PW15	PW15-1a	"PW15-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:13:55:55.00	-40.0598809	g	40.71295567	3.93E-05	1217252		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-2	PW15	PW15-2a	"PW15-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:14:04:28.00	225.9613396	g	9.53564628	0.000193423	1217253		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-3	PW15	PW15-3a	"PW15-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:14:13:17.00	225.4280567	g	-39.97116744	7.60E-05	1217254		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-4	PW15	PW15-4a	"PW15-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:14:23:04.00	-5.77126081	g	70.77122451	9.10E-05	1217255		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-5	PW15	PW15-5a	"PW15-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:14:40:07.00	262.8104181	g	71.65667253	1.63E-05	1217256		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-6	PW15	PW15-6a	"PW15-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:15:15:18.00	256.4124529	g	23.16454258	1.82E-05	1217269		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-7	PW15	PW15-7a	"PW15-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:15:24:17.00	256.3484668	g	10.69247427	2.76E-05	1217270		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-8	PW15	PW15-8a	"PW15-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:15:32:36.00	-11.54297941	g	13.46283275	5.27E-05	1217271		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-1	PW15	PW15-1a	"PW15-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:03:14:45:22.00	-38.69563409	g	40.70071342	3.74E-05	1221931		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-2	PW15	PW15-2a	"PW15-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:03:14:53:59.00	230.5177943	g	10.62918691	0.0001923	1221932		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-3	PW15	PW15-3a	"PW15-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:03:15:26:51.00	227.6301498	g	-41.36465324	7.49E-05	1221957		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW15-4	PW15	PW15-4a	"PW15-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:03:15:37:17.00	-5.734051769	g	71.14854553	8.72E-05	1221974		u		0.005		
