tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Masama 2 Sill	PW36-1	PW36	PW36-1a	"PW36-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:10:53.00	66.50789581	g	6.940334181	1.51E-05	1205417	0.067	u				
This study	Botswana 2012	Masama 2 Sill	PW36-2	PW36	PW36-2a	"PW36-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:11:07.00	-10.66514717	g	27.30822	1.58E-05	1205418	0.267	u				
This study	Botswana 2012	Masama 2 Sill	PW36-3	PW36	PW36-3a	"PW36-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:11:22.00	224.7255977	g	-19.23641189	3.17E-06	1205419	0.467	u				
This study	Botswana 2012	Masama 2 Sill	PW36-4	PW36	PW36-4a	"PW36-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:11:36.00	187.9915608	g	-30.13442109	3.87E-06	1205420	0.667	u				
This study	Botswana 2012	Masama 2 Sill	PW36-5	PW36	PW36-5a	"PW36-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:11:50.00	247.5181076	g	-30.74097436	1.30E-05	1205421	0.867	u				
This study	Botswana 2012	Masama 2 Sill	PW36-13	PW36	PW36-13a	"PW36-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:12:04.00	-204.5133945	g	-19.55835803	6.79E-06	1205422	1.067	u				
This study	Botswana 2012	Masama 2 Sill	PW36-14	PW36	PW36-14a	"PW36-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:12:18.00	-186.6927188	g	-31.22969858	6.01E-06	1205423	1.267	u				
This study	Botswana 2012	Masama 2 Sill	PW36-15	PW36	PW36-15a	"PW36-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:11:12:32.00	28.62839036	g	9.85289663	3.11E-05	1205424	1.467	u				
This study	Botswana 2012	Masama 2 Sill	PW36-1	PW36	PW36-1a	"PW36-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:07:11:51:17.00	72.06904912	g	3.388644308	7.61E-06	1223097	0.067	u				77
This study	Botswana 2012	Masama 2 Sill	PW36-2	PW36	PW36-2a	"PW36-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:07:11:51:32.00	-1.364312493	g	20.76786302	7.99E-06	1223098	0.267	u				77
