tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Masama 2 Sill	PW36-10	PW36	7.7	8	10.43	pmag core	-9		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-11	PW36	233.4	8	10.43	pmag core	-13		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-12	PW36	296.4	8	10.43	pmag core	-16		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-13	PW36	23.2	8	10.43	pmag core	-20		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-14	PW36	22.4	8	10.43	pmag core	-23		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-15	PW36	126.4	8	10.43	pmag core	-15		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-16	PW36	42.8	8	10.43	pmag core	-26		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-17	PW36	55.5	8	10.43	pmag core	-16		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-18	PW36	267.7	8	10.43	pmag core	-30		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-19	PW36	98.5	8	10.43	pmag core	-18		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-1	PW36	88.7	8	10.43	pmag core	-16		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-20	PW36	171.2	8	10.43	pmag core	-15		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-2	PW36	169.2	8	10.43	pmag core	-19		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-3	PW36	328.7	8	10.43	pmag core	-17		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-4	PW36	2.2	8	10.43	pmag core	-15		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-5	PW36	211.8	8	10.43	pmag core	-19		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-6	PW36	133.9	8	10.43	pmag core	-9		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-7	PW36	349.6	8	10.43	pmag core	-39		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-8	PW36	333.2	8	10.43	pmag core	-16		-23.8145	26.735
This study	Botswana 2012	Masama 2 Sill	PW36-9	PW36	230.2	8	10.43	pmag core	-16		-23.8145	26.735
