tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-10	PW32	303.514	0	0	pmag core	-82		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	PW32	316.514	0	0	pmag core	-10		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-12	PW32	334.514	0	0	pmag core	-12		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	PW32	289.514	0	0	pmag core	-76		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-14	PW32	358.514	0	0	pmag core	-73		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-15	PW32	7.5141	0	0	pmag core	-52		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-16	PW32	313.514	0	0	pmag core	-52		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-17	PW32	323.514	0	0	pmag core	-51		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-18	PW32	305.514	0	0	pmag core	-84		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-19	PW32	312.514	0	0	pmag core	-82		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-1	PW32	246.5	0	0	pmag core	-62		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-20	PW32	289.514	0	0	pmag core	-71		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-21	PW32	331.514	0	0	pmag core	-57		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-22	PW32	-9.4859	0	0	pmag core	-66		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-2	PW32	220.3	0	0	pmag core	-29		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-4	PW32	208.6	0	0	pmag core	-47		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-5	PW32	210.6	0	0	pmag core	-29		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-6	PW32	213	0	0	pmag core	-70		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-7	PW32	227.2	0	0	pmag core	-90		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-8	PW32	309.514	0	0	pmag core	-79		-22.3354	26.8228
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-9	PW32	277.514	0	0	pmag core	-79		-22.3354	26.8228
