tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-5	PW32	PW32-5a	"PW32-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:16:57.00	-6.459307003	g	22.03622133	4.43E-08	1205384	0.067	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-6	PW32	PW32-6a	"PW32-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:17:11.00	-23.58144938	g	72.16171437	5.39E-08	1205385	0.267	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-7	PW32	PW32-7a	"PW32-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:17:25.00	241.0705468	g	80.73784396	7.15E-08	1205386	0.467	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-8	PW32	PW32-8a	"PW32-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:17:39.00	-87.85705005	g	-16.1696486	2.12E-08	1205387	0.667	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	PW32	PW32-11a	"PW32-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:17:53.00	239.6714137	g	-1.355668963	1.33E-08	1205388	0.867	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	PW32	PW32-13a	"PW32-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:18:07.00	-89.79987728	g	-0.920342781	9.75E-09	1205389	1.067	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-18	PW32	PW32-18a	"PW32-18a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:18:21.00	30.0462199	g	44.67478805	2.92E-08	1205390	1.267	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-21	PW32	PW32-21a	"PW32-21a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:10:18:35.00	-20.31017422	g	11.21068746	2.70E-08	1205391	1.467	u				
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-5	PW32	PW32-5a	"PW32-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:03:19.00	-17.53956472	g	19.04033378	4.26E-08	1232528	0.067	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-6	PW32	PW32-6a	"PW32-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:03:33.00	-37.39843239	g	64.91977652	4.10E-08	1232529	0.267	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-7	PW32	PW32-7a	"PW32-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:03:47.00	257.1821478	g	67.452544	4.95E-08	1232530	0.467	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-8	PW32	PW32-8a	"PW32-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:04:01.00	263.7242463	g	-24.38356332	2.69E-08	1232531	0.667	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	PW32	PW32-11a	"PW32-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:04:15.00	236.2565855	g	-9.902446017	1.41E-08	1232532	0.867	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	PW32	PW32-13a	"PW32-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:04:29.00	266.3455214	g	-8.530891182	9.25E-09	1232533	1.067	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-18	PW32	PW32-18a	"PW32-18a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:04:43.00	-18.82964386	g	47.82035556	7.61E-09	1232534	1.267	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-21	PW32	PW32-21a	"PW32-21a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:21:09:04:57.00	-82.75743476	g	-36.45609192	1.79E-08	1232535	1.467	u				77
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-5	PW32	PW32-5a	"PW32-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:21:09:12:53.00	-17.32213051	g	18.69805123	4.25E-08	1232536	0.067	u		0.001		
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-6	PW32	PW32-6a	"PW32-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:21:09:13:08.00	-38.17436381	g	64.60771551	4.12E-08	1232537	0.267	u		0.001		
