tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Masama 1 Sill	PW34-10	PW34	330.1	8	10.44	pmag core	-18		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-11	PW34	136.1	8	10.44	pmag core	-31		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-12	PW34	264.1	8	10.44	pmag core	-12		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-13	PW34	284.4	8	10.44	pmag core	-26		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-14	PW34	219.1	8	10.44	pmag core	-24		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-15	PW34	44.4	8	10.44	pmag core	-11		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-16	PW34	48.5	8	10.44	pmag core	-13		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-1	PW34	50.3	8	10.44	pmag core	-12		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-2	PW34	118.6	8	10.44	pmag core	-13		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-3	PW34	157.9	8	10.44	pmag core	-20		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-4	PW34	126.3	8	10.44	pmag core	-16		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-5	PW34	79.1	8	10.44	pmag core	-16		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-6	PW34	60.6	8	10.44	pmag core	-15		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-7	PW34	158.9	8	10.44	pmag core	-11		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-8	PW34	1.2	8	10.44	pmag core	-15		-23.8163	26.7377
This study	Botswana 2012	Masama 1 Sill	PW34-9	PW34	245.4	8	10.44	pmag core	-17		-23.8163	26.7377
