tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Marseilles Hill Sill	PW39-10	PW39	246.4	0	0	pmag core	-8		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-11	PW39	43.8	0	0	pmag core	-49		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-12	PW39	306.6	0	0	pmag core	-66		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-1	PW39	166.2	0	0	pmag core	-13		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-2	PW39	161.5	0	0	pmag core	-13		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-3	PW39	112.3	0	0	pmag core	-15		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-5	PW39	288.2	0	0	pmag core	-19		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-6	PW39	268.2	0	0	pmag core	-20		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-7	PW39	39.7	0	0	pmag core	-16		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-8	PW39	340.6	0	0	pmag core	-19		-23.9612	26.9102
This study	Botswana 2012	Marseilles Hill Sill	PW39-9	PW39	257.8	0	0	pmag core	-9		-23.9612	26.9102
