tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Marseilles Hill Sill	PW39-1	PW39	PW39-1a	"PW39-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:09:21:55.00	16.17426312	g	-64.91312507	4.86E-06	1174490	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-2	PW39	PW39-2a	"PW39-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:09:31:24.00	0.61194407	g	-74.06678077	5.36E-06	1174499	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-5	PW39	PW39-5a	"PW39-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:09:46:25.00	221.9766502	g	-42.86002836	3.52E-06	1174525	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-6	PW39	PW39-6a	"PW39-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:10:11:33.00	-83.13530272	g	-58.2706951	4.49E-06	1174550	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-7	PW39	PW39-7a	"PW39-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:10:38:46.00	-253.7712972	g	87.03297802	1.61E-05	1174567	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-8	PW39	PW39-8a	"PW39-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:08:49.00	-231.5187171	g	-74.36529376	6.85E-05	1174568	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-10	PW39	PW39-10a	"PW39-10a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:18:01.00	264.7212527	g	38.17732212	2.25E-05	1174569	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-11	PW39	PW39-11a	"PW39-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:27:06.00	-211.9308146	g	3.393787638	1.15E-05	1174570	0.667	u				
This study	Botswana 2012	Marseilles Hill Sill	PW39-7	PW39	PW39-7a	"PW39-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:25:15:59:53.00	-244.4327698	g	78.75530794	7.95E-06	1234915	0.067	u				77
This study	Botswana 2012	Marseilles Hill Sill	PW39-8	PW39	PW39-8a	"PW39-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:25:16:00:07.00	-228.4970782	g	-74.22719116	2.96E-05	1234916	0.267	u				77
