tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Gajong Donut Sill	PW13-1	PW13	PW13-1a	"PW13-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:15:39:54.00	-227.0847915	g	60.09997943	2.49E-05	1174775		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-2	PW13	PW13-2a	"PW13-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:15:48:10.00	-26.79606145	g	18.03177252	1.92E-05	1174784		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-3	PW13	PW13-3a	"PW13-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:15:59:23.00	56.72683854	g	74.13001249	1.80E-05	1174793		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-4	PW13	PW13-4a	"PW13-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:16:07:40.00	14.29934521	g	25.65278882	8.28E-05	1174802		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-5	PW13	PW13-5a	"PW13-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:16:14:24.00	57.79464849	g	16.59907831	5.35E-05	1174819		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-6	PW13	PW13-6a	"PW13-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:16:21:16.00	49.37686601	g	24.11549655	2.62E-05	1174820		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-7	PW13	PW13-7a	"PW13-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:16:30:05.00	-253.5931339	g	34.91759907	1.94E-05	1174821		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-11	PW13	PW13-11a	"PW13-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:16:38:03.00	14.27928941	g	58.45765222	2.18E-05	1174822		u				
This study	Botswana 2012	Gajong Donut Sill	PW13-1	PW13	PW13-1a	"PW13-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:29:10:04:29.00	-240.9973812	g	62.70680756	8.41E-06	1220507	0.067	u				77
This study	Botswana 2012	Gajong Donut Sill	PW13-2	PW13	PW13-2a	"PW13-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:29:10:04:43.00	-34.39147567	g	18.3209225	9.69E-06	1220508	0.267	u				77
