tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	PW24	PW24-8a	"PW24-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:10:18:29.00	-26.94600131	g	51.97273581	4.73E-05	1182419		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	PW24	PW24-7a	"PW24-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:10:30:25.00	-247.6496234	g	61.72386653	1.64E-05	1182460		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	PW24	PW24-9a	"PW24-9a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:10:38:53.00	-34.75066736	g	34.74122579	4.56E-05	1182493		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-10	PW24	PW24-10a	"PW24-10a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:10:46:52.00	-76.42862875	g	-57.97109731	5.62E-05	1182518		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	PW24	PW24-11a	"PW24-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:10:54:30.00	51.36555726	g	70.9235907	1.25E-05	1182543		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	PW24	PW24-12a	"PW24-12a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:11:02:26.00	-236.509374	g	-35.51942613	1.85E-06	1182568		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-13	PW24	PW24-13a	"PW24-13a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:11:13:25.00	238.8699812	g	12.79755662	2.09E-06	1182601		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-14	PW24	PW24-14a	"PW24-14a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:06:11:20:58.00	222.8382732	g	-12.20586037	2.69E-06	1182626		u				
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-10	PW24	PW24-10a	"PW24-10a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:28:10:25:16.00	-74.49132266	g	-55.75480235	2.39E-05	1220125		u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	PW24	PW24-7a	"PW24-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:52:33.00	-253.6820619	g	57.95485122	7.60E-06	1234439	0.067	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	PW24	PW24-8a	"PW24-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:52:47.00	-36.56026554	g	50.31688606	1.83E-05	1234440	0.267	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	PW24	PW24-9a	"PW24-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:53:01.00	-45.22028622	g	33.91162987	1.85E-05	1234441	0.467	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	PW24	PW24-11a	"PW24-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:53:15.00	47.60780447	g	71.27486017	4.37E-06	1234442	0.667	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	PW24	PW24-12a	"PW24-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:53:29.00	-245.5630152	g	-45.31562117	5.92E-07	1234443	0.867	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-13	PW24	PW24-13a	"PW24-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:53:43.00	231.9537489	g	10.06775534	8.96E-07	1234444	1.067	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-14	PW24	PW24-14a	"PW24-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:15:53:57.00	216.9179098	g	-12.23974906	1.14E-06	1234445	1.267	u				77
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	PW24	PW24-7a	"PW24-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:01:30.00	-253.5653135	g	57.83880476	7.62E-06	1234447	0.067	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	PW24	PW24-8a	"PW24-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:01:46.00	-36.4834073	g	50.31440334	1.83E-05	1234448	0.267	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	PW24	PW24-9a	"PW24-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:02:01.00	-45.21156029	g	33.82339869	1.86E-05	1234449	0.467	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	PW24	PW24-11a	"PW24-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:02:16.00	47.61291443	g	71.08071158	4.38E-06	1234450	0.667	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	PW24	PW24-12a	"PW24-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:02:31.00	-246.4427768	g	-45.82847108	5.89E-07	1234451	0.867	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-13	PW24	PW24-13a	"PW24-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:02:46.00	232.1040449	g	10.09521537	8.94E-07	1234452	1.067	u		0.001		
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-14	PW24	PW24-14a	"PW24-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:24:16:03:01.00	216.9417809	g	-12.23484545	1.14E-06	1234453	1.267	u		0.001		
