tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-10	PW14	95.1	4	260.32	pmag core	-17		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-11	PW14	59.8	4	260.32	pmag core	-22		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-12	PW14	77.2	4	260.32	pmag core	-22		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-1	PW14	118	4	260.32	pmag core	-17		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-2	PW14	117.8	4	260.32	pmag core	-16		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-3	PW14	105.7	4	260.32	pmag core	-20		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-4	PW14	83.4	4	260.32	pmag core	-24		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-5	PW14	94.7	4	260.32	pmag core	-27		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-6	PW14	82.1	4	260.32	pmag core	-19		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-7	PW14	132.6	4	260.32	pmag core	-40		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-8	PW14	96.2	4	260.32	pmag core	-50		-24.1807	25.6896
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-9	PW14	114.8	4	260.32	pmag core	-35		-24.1807	25.6896
