tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-1	PW14	PW14-1a	"PW14-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:09:58:57.00	-78.68475912	g	-52.27734097	4.05E-05	1175047		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-2	PW14	PW14-2a	"PW14-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:10:09:05.00	263.3731799	g	-11.71552758	7.07E-05	1175048		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-3	PW14	PW14-3a	"PW14-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:10:18:34.00	257.4905578	g	54.0331043	3.80E-05	1175049		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-4	PW14	PW14-4a	"PW14-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:10:28:31.00	220.1927213	g	78.42418698	1.04E-05	1175050		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-5	PW14	PW14-5a	"PW14-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:10:38:31.00	192.3680044	g	71.14804646	1.16E-05	1175051		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-6	PW14	PW14-6a	"PW14-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:10:48:47.00	245.5264	g	77.07821215	7.04E-06	1175052		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-7	PW14	PW14-7a	"PW14-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:11:02:19.00	188.2967803	g	60.46962557	6.66E-06	1175053		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-8	PW14	PW14-8a	"PW14-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:11:12:39.00	-182.4583839	g	42.86416334	7.55E-06	1175054		u				
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-1	PW14	PW14-1a	"PW14-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:10:18:50.00	-82.26991461	g	-51.96924081	1.71E-05	1217229		u				77
This study	Botswana 2012	Mogatelwane 1 Sill	PW14-2	PW14	PW14-2a	"PW14-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:10:28:37.00	261.4369577	g	-11.32318742	4.41E-05	1217230		u				77
