tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Suping Sill	PW12-1	PW12	PW12-1a	"PW12-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:37:40.00	266.603924	g	11.42461267	1.30E-07	1204951	0.067	u				
This study	Botswana 2012	Suping Sill	PW12-2	PW12	PW12-2a	"PW12-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:37:54.00	-16.54561237	g	37.84474886	1.38E-06	1204952	0.267	u				
This study	Botswana 2012	Suping Sill	PW12-3	PW12	PW12-3a	"PW12-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:38:08.00	-18.9179788	g	22.05905293	1.28E-06	1204953	0.467	u				
This study	Botswana 2012	Suping Sill	PW12-4	PW12	PW12-4a	"PW12-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:38:22.00	76.01126017	g	4.987684478	1.82E-07	1204954	0.667	u				
This study	Botswana 2012	Suping Sill	PW12-5	PW12	PW12-5a	"PW12-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:38:36.00	-12.81978741	g	26.61894651	3.27E-06	1204955	0.867	u				
This study	Botswana 2012	Suping Sill	PW12-7	PW12	PW12-7a	"PW12-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:38:50.00	4.965341647	g	20.73382248	2.57E-06	1204956	1.067	u				
This study	Botswana 2012	Suping Sill	PW12-9	PW12	PW12-9a	"PW12-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:39:04.00	-26.56345067	g	-19.42142094	9.51E-07	1204957	1.267	u				
This study	Botswana 2012	Suping Sill	PW12-10	PW12	PW12-10a	"PW12-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:11:39:18.00	-47.74905638	g	-37.01837952	1.88E-06	1204958	1.467	u				
This study	Botswana 2012	Suping Sill	PW12-1	PW12	PW12-1a	"PW12-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:04:11.00	254.1101357	g	5.106419066	1.19E-07	1212609	0.067	u				77
This study	Botswana 2012	Suping Sill	PW12-2	PW12	PW12-2a	"PW12-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:04:25.00	-21.67402065	g	46.20673968	6.53E-07	1212610	0.267	u				77
This study	Botswana 2012	Suping Sill	PW12-3	PW12	PW12-3a	"PW12-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:04:39.00	-23.68198018	g	20.34515444	8.67E-07	1212611	0.467	u				77
This study	Botswana 2012	Suping Sill	PW12-4	PW12	PW12-4a	"PW12-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:04:54.00	77.53956571	g	5.878222523	1.43E-07	1212612	0.667	u				77
This study	Botswana 2012	Suping Sill	PW12-5	PW12	PW12-5a	"PW12-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:05:08.00	-22.2675859	g	23.59695745	1.14E-06	1212613	0.867	u				77
This study	Botswana 2012	Suping Sill	PW12-7	PW12	PW12-7a	"PW12-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:05:22.00	-10.64652275	g	23.64144248	7.59E-07	1212614	1.067	u				77
This study	Botswana 2012	Suping Sill	PW12-9	PW12	PW12-9a	"PW12-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:05:36.00	-32.08261606	g	-17.76227881	8.23E-07	1212615	1.267	u				77
This study	Botswana 2012	Suping Sill	PW12-10	PW12	PW12-10a	"PW12-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:23:05:50.00	-58.62745087	g	-15.54288636	6.93E-07	1212616	1.467	u				77
This study	Botswana 2012	Suping Sill	PW12-1	PW12	PW12-1a	"PW12-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:23:23:12:31.00	253.4629087	g	5.417026666	1.18E-07	1212617	0.067	u		0.001		
