tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Sepitswane Sill	PW40-1	PW40	PW40-1a	"PW40-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:10:18.00	-261.8266088	g	-29.43281138	1.48E-05	1174153	0.067	u				
This study	Botswana 2012	Sepitswane Sill	PW40-2	PW40	PW40-2a	"PW40-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:10:33.00	253.7768873	g	-14.1917445	2.28E-05	1174154	0.267	u				
This study	Botswana 2012	Sepitswane Sill	PW40-3	PW40	PW40-3a	"PW40-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:10:47.00	224.0253342	g	33.50396854	7.82E-06	1174155	0.467	u				
This study	Botswana 2012	Sepitswane Sill	PW40-4	PW40	PW40-4a	"PW40-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:11:01.00	-264.1757873	g	46.59863707	4.61E-06	1174156	0.667	u				
This study	Botswana 2012	Sepitswane Sill	PW40-10	PW40	PW40-10a	"PW40-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:11:15.00	-50.29879077	g	-29.81095777	2.17E-06	1174157	0.867	u				
This study	Botswana 2012	Sepitswane Sill	PW40-11	PW40	PW40-11a	"PW40-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:11:29.00	-54.96788294	g	-45.40268775	3.41E-06	1174158	1.067	u				
This study	Botswana 2012	Sepitswane Sill	PW40-12	PW40	PW40-12a	"PW40-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:11:44.00	-18.43378452	g	-38.63609688	3.61E-06	1174159	1.267	u				
This study	Botswana 2012	Sepitswane Sill	PW40-13	PW40	PW40-13a	"PW40-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:13:11:58.00	-13.66434623	g	-49.84259567	2.46E-06	1174160	1.467	u				
This study	Botswana 2012	Sepitswane Sill	PW40-1	PW40	PW40-1a	"PW40-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:10:08:49:45.00	80.96114192	g	-36.83446024	5.52E-06	1224612	0.067	u				77
This study	Botswana 2012	Sepitswane Sill	PW40-2	PW40	PW40-2a	"PW40-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:10:08:49:59.00	251.4432249	g	-21.05253556	1.23E-05	1224613	0.267	u				77
This study	Botswana 2012	Sepitswane Sill	PW40-3	PW40	PW40-3a	"PW40-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:10:08:50:14.00	198.831763	g	1.549955715	2.38E-06	1224614	0.467	u				77
