tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Moijabana Sill	PW30-1	PW30	PW30-1a	"PW30-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:16:43:32.00	-31.46008609	g	71.12364481	2.27E-06	1205046	0.067	u				
This study	Botswana 2012	Moijabana Sill	PW30-7	PW30	PW30-7a	"PW30-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:16:43:46.00	30.92886917	g	-53.64406709	6.90E-06	1205047	0.267	u				
This study	Botswana 2012	Moijabana Sill	PW30-9	PW30	PW30-9a	"PW30-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:16:44:00.00	-244.2647247	g	14.92774876	2.51E-07	1205048	0.467	u				
This study	Botswana 2012	Moijabana Sill	PW30-10	PW30	PW30-10a	"PW30-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:16:44:14.00	74.81578077	g	32.13421725	1.49E-07	1205049	0.667	u				
This study	Botswana 2012	Moijabana Sill	PW30-11	PW30	PW30-11a	"PW30-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:16:44:28.00	-264.5278788	g	20.25904468	1.00E-06	1205050	0.867	u				
This study	Botswana 2012	Moijabana Sill	PW30-5	PW30	PW30-5a	"PW30-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:12:05:28.00	11.40430562	g	8.009126562	1.04E-05	1205446	0.067	u				
This study	Botswana 2012	Moijabana Sill	PW30-8	PW30	PW30-8a	"PW30-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:13:12:05:42.00	265.8217561	g	-41.87271819	1.14E-05	1205447	0.267	u				
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:13:15:01:19.00	-5.12259473	g	0.268791331	4.71E-05	1205600	0.267	u				
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:28:15:06:21.00	-5.798490475	g	0.19966341	2.09E-05	1220136	0.267	u				77
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:09:10:35:08.00	-3.350733373	g	1.3380107	1.75E-05	1224055	0.267	u		0.005		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:11:12:05:27.00	-8.097352247	g	2.288967302	7.15E-06	1225301	0.267	u		0.01		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:16:16:46:53.00	-5.676048377	g	6.092645685	2.42E-06	1229078	0.267	u		0.015		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:13:32:42.00	-12.03479098	g	0.563310073	9.25E-07	1233677	1.067	u		0.02		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:13:38:22.00	-12.24391521	g	0.087333703	5.69E-07	1233685	1.067	u		0.025		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:13:44:01.00	-12.65618156	g	-2.061843715	3.06E-07	1233691	1.067	u		0.03		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:13:53:39.00	-18.05713531	g	-12.60221535	1.62E-07	1233698	1.067	u		0.04		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:14:00:05.00	-38.42911747	g	-24.42428737	4.83E-08	1233704	1.067	u		0.05		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:14:06:07.00	-31.72857585	g	-10.29228989	4.32E-08	1233711	1.067	u		0.06		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:14:43:28.00	228.83284	g	-12.3499477	1.21E-08	1233719	1.067	u		0.07		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:14:50:15.00	249.3421163	g	-18.67700428	1.83E-08	1233726	1.067	u		0.08		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:14:56:42.00	253.4823725	g	-28.33531105	4.52E-08	1233732	1.067	u		0.09		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:15:03:49.00	-33.26340699	g	-71.88490742	2.79E-08	1233739	1.067	u		0.1		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:15:10:44.00	194.9871496	g	-37.61908345	3.37E-08	1233745	1.067	u		0.12		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:15:17:57.00	266.4601853	g	-80.69123277	1.71E-08	1233752	1.067	u		0.14		
This study	Botswana 2012	Moijabana Sill	PW30-4	PW30	PW30-4a	"PW30-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:23:15:25:39.00	248.7437219	g	26.83368703	2.64E-08	1233759	1.067	u		0.17		
This study	Botswana 2012	Moijabana Sill	PW30-1	PW30	PW30-1a	"PW30-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:26:11:41:37.00	-30.44644988	g	70.99221537	1.69E-06	1235251	0.067	u				77
