tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	PW18	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:11:45.00	55.4552161	g	45.04248592	1.15E-06	1204973	0.067	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	PW18	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:11:59.00	-236.9869311	g	30.86634807	1.60E-06	1204974	0.267	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-3	PW18	PW18-3a	"PW18-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:12:13.00	244.5007757	g	49.08107291	9.53E-07	1204975	0.467	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-4	PW18	PW18-4a	"PW18-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:12:27.00	35.33762614	g	19.70032027	2.38E-06	1204976	0.667	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-6	PW18	PW18-6a	"PW18-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:12:42.00	-251.507735	g	-9.702657362	2.11E-06	1204977	0.867	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-7	PW18	PW18-7a	"PW18-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:12:56.00	-250.1935702	g	-5.144908247	2.35E-06	1204978	1.067	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-8	PW18	PW18-8a	"PW18-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:13:10.00	21.55260535	g	52.17447811	1.06E-06	1204979	1.267	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-9	PW18	PW18-9a	"PW18-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:12:13:24.00	41.28999628	g	23.51822157	1.39E-06	1204980	1.467	u				
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	PW18	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:32:14.00	-253.5042726	g	34.91387272	4.48E-07	1212433	0.067	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	PW18	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:32:29.00	-227.5066998	g	20.45821981	1.28E-06	1212434	0.267	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-3	PW18	PW18-3a	"PW18-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:32:43.00	222.7470287	g	25.4531369	9.92E-07	1212435	0.467	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-4	PW18	PW18-4a	"PW18-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:32:57.00	20.66619142	g	32.10044475	1.32E-06	1212436	0.667	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-6	PW18	PW18-6a	"PW18-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:33:11.00	-254.286405	g	24.51520131	1.27E-06	1212437	0.867	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-7	PW18	PW18-7a	"PW18-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:33:26.00	-244.7899499	g	14.93053239	1.89E-06	1212438	1.067	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-8	PW18	PW18-8a	"PW18-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:33:40.00	82.90446966	g	65.74743181	1.11E-06	1212439	1.267	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-9	PW18	PW18-9a	"PW18-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:23:20:33:54.00	43.14595177	g	47.4854651	1.10E-06	1212440	1.467	u				77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	PW18	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:23:20:49:26.00	-252.3031395	g	35.3711118	4.55E-07	1212441	0.067	u		0.001		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	PW18	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:23:20:49:41.00	-227.7253931	g	20.61064871	1.29E-06	1212442	0.267	u		0.001		
