tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-1	PW6	PW6-1a	"PW6-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:14:44:41.00	-43.89254909	g	-40.43742411	2.07E-05	1174174		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-4	PW6	PW6-4a	"PW6-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:14:51:47.00	-185.3140957	g	-31.9183788	3.56E-06	1174175		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-5	PW6	PW6-5a	"PW6-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:14:59:43.00	-201.8248728	g	40.68977033	8.48E-06	1174176		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-6	PW6	PW6-6a	"PW6-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:15:07:47.00	-245.5240974	g	-13.62800313	5.30E-05	1174177		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-7	PW6	PW6-7a	"PW6-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:15:14:29.00	68.33494006	g	-35.91704017	4.33E-05	1174178		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-8	PW6	PW6-8a	"PW6-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:15:22:27.00	69.18201455	g	-24.21752483	2.87E-05	1174179		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-11	PW6	PW6-11a	"PW6-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:15:28:19.00	-239.5771458	g	-10.17991238	5.01E-06	1174180		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-12	PW6	PW6-12a	"PW6-12a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:15:34:42.00	79.20798644	g	0.742086484	4.62E-06	1174181		u				
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-1	PW6	PW6-1a	"PW6-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:15:16:13:00.00	-62.13785854	g	-40.73129856	6.67E-06	1206562	0.067	u				77
This study	Botswana 2012	Metsemotlhaba River Sill	PW6-4	PW6	PW6-4a	"PW6-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:15:16:13:14.00	-182.5359581	g	-35.05531808	3.08E-06	1206563	0.267	u				77
