tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-1	PW21	PW21-1a	"PW21-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:05:10:49:53.00	-21.43785751	g	-17.49044702	9.43E-05	1177822		u				
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-3	PW21	PW21-3a	"PW21-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:05:11:14:45.00	60.29365104	g	58.67829473	0.000216208	1177823		u				
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-4	PW21	PW21-4a	"PW21-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:05:11:22:04.00	-32.89123369	g	68.56134221	7.17E-05	1177824		u				
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-5	PW21	PW21-5a	"PW21-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:05:11:29:53.00	241.0490409	g	61.50531036	0.000241334	1177825		u				
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-6	PW21	PW21-6a	"PW21-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:03:05:11:38:35.00	-71.43948614	g	9.179116322	4.93E-05	1177826		u				
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-1	PW21	PW21-1a	"PW21-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:27:15:50:21.00	-20.95236508	g	-15.95615378	4.18E-05	1219744		u				77
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-3	PW21	PW21-3a	"PW21-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:27:15:58:07.00	58.14032353	g	59.81406645	0.000108464	1219753		u				77
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-4	PW21	PW21-4a	"PW21-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:27:16:06:46.00	-26.27169461	g	60.9987681	2.69E-05	1219770		u				77
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-5	PW21	PW21-5a	"PW21-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:27:16:13:53.00	242.3958778	g	60.70138598	0.000129203	1219779		u				77
This study	Botswana 2012	Mosolotsane 1 Sill	PW21-6	PW21	PW21-6a	"PW21-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:27:16:21:18.00	-69.81423734	g	4.629132943	2.48E-05	1219796		u				77
