tab 	er_expeditions
expedition_description	er_expedition_name	expedition_box_lon_min	expedition_box_lon_max	er_citation_names	expedition_box_lat_max	expedition_box_lat_min
sampling Umkondo sills in southern Botswana to complement the existing number of cooling units	Botswana 2012	25.00	27.50	This study	-22.0	-25.0
>>>>>>>>>>
tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study:10.1029/2005JB003897	-25	25.00	Botswana	Region of Umkondo sills in southern Botswana	-22	27.50
>>>>>>>>>>
tab 	er_samples
sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_type	sample_azimuth	er_location_name	er_expedition_name	sample_lat	sample_dip	sample_bed_dip	sample_lon	sample_class
0.002	This study	-20.29008127	2013:02:26:16:41:16.00	94.03		1174226	u	PW5-2		Botswana		PW5-2a		1.21E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	-26.88520753	2013:02:26:16:41:31.00	109.06		1174227	u	PW5-4		Botswana		PW5-4a		1.81E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	-17.63593323	2013:02:26:16:41:46.00	308.91		1174228	u	PW5-5		Botswana		PW5-5a		2.08E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	-13.02252424	2013:02:26:16:42:01.00	286.56		1174229	u	PW5-6		Botswana		PW5-6a		6.37E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	-33.27422658	2013:02:26:16:42:16.00	127.68		1174230	u	PW5-7		Botswana		PW5-7a		2.44E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	-44.65712463	2013:02:26:16:42:31.00	124.09		1174231	u	PW5-8		Botswana		PW5-8a		1.78E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.002	This study	3.698023227	2013:02:26:16:42:46.00	51.40		1174232	u	PW5-9		Botswana		PW5-9a		2.18E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-17.79747776	2013:02:26:16:46:17.00	101.37		1174234	u	PW5-1		Botswana		PW5-1a		1.40E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-20.26879617	2013:02:26:16:46:32.00	93.94		1174235	u	PW5-2		Botswana		PW5-2a		1.22E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-26.83891697	2013:02:26:16:46:47.00	108.90		1174236	u	PW5-4		Botswana		PW5-4a		1.81E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-17.3800658	2013:02:26:16:47:02.00	308.73		1174237	u	PW5-5		Botswana		PW5-5a		2.08E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-12.94528862	2013:02:26:16:47:17.00	286.21		1174238	u	PW5-6		Botswana		PW5-6a		6.38E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-33.49573024	2013:02:26:16:47:32.00	127.27		1174239	u	PW5-7		Botswana		PW5-7a		2.42E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	-44.58045655	2013:02:26:16:47:47.00	124.11		1174240	u	PW5-8		Botswana		PW5-8a		1.77E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0025	This study	3.734587473	2013:02:26:16:48:02.00	51.39		1174241	u	PW5-9		Botswana		PW5-9a		2.18E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-17.62503235	2013:02:26:16:51:35.00	99.88		1174242	u	PW5-1		Botswana		PW5-1a		1.44E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-19.93458308	2013:02:26:16:51:50.00	92.41		1174243	u	PW5-2		Botswana		PW5-2a		1.25E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-26.32045516	2013:02:26:16:52:05.00	107.39		1174244	u	PW5-4		Botswana		PW5-4a		1.86E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-16.43630887	2013:02:26:16:52:20.00	306.43		1174245	u	PW5-5		Botswana		PW5-5a		2.19E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-12.63974264	2013:02:26:16:52:35.00	282.54		1174246	u	PW5-6		Botswana		PW5-6a		6.70E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-34.96931403	2013:02:26:16:52:50.00	124.78		1174247	u	PW5-7		Botswana		PW5-7a		2.31E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	-44.26759811	2013:02:26:16:53:06.00	124.06		1174248	u	PW5-8		Botswana		PW5-8a		1.74E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.005	This study	3.891908057	2013:02:26:16:53:21.00	51.45		1174249	u	PW5-9		Botswana		PW5-9a		2.16E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-17.47278561	2013:02:26:16:56:55.00	98.36		1174250	u	PW5-1		Botswana		PW5-1a		1.48E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-19.58319799	2013:02:26:16:57:11.00	90.75		1174251	u	PW5-2		Botswana		PW5-2a		1.29E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-25.80162807	2013:02:26:16:57:26.00	105.83		1174252	u	PW5-4		Botswana		PW5-4a		1.93E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-15.9278191	2013:02:26:16:57:41.00	304.31		1174253	u	PW5-5		Botswana		PW5-5a		2.34E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-12.5517175	2013:02:26:16:57:56.00	279.51		1174254	u	PW5-6		Botswana		PW5-6a		7.08E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-36.45705074	2013:02:26:16:58:11.00	122.51		1174255	u	PW5-7		Botswana		PW5-7a		2.23E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	-44.00761549	2013:02:26:16:58:26.00	124.08		1174256	u	PW5-8		Botswana		PW5-8a		1.71E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.0075	This study	4.02981981	2013:02:26:16:58:41.00	51.55		1174257	u	PW5-9		Botswana		PW5-9a		2.15E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-17.27482154	2013:02:26:17:02:19.00	97.36		1174258	u	PW5-1		Botswana		PW5-1a		1.52E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-19.29473507	2013:02:26:17:02:34.00	89.59		1174259	u	PW5-2		Botswana		PW5-2a		1.32E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-25.44255657	2013:02:26:17:02:49.00	104.76		1174260	u	PW5-4		Botswana		PW5-4a		1.99E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-15.6811839	2013:02:26:17:03:04.00	303.13		1174261	u	PW5-5		Botswana		PW5-5a		2.45E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-12.41961721	2013:02:26:17:03:19.00	277.69		1174262	u	PW5-6		Botswana		PW5-6a		7.31E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-37.84414957	2013:02:26:17:03:34.00	120.49		1174263	u	PW5-7		Botswana		PW5-7a		2.16E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	-43.76036661	2013:02:26:17:03:49.00	124.15		1174264	u	PW5-8		Botswana		PW5-8a		1.69E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.01	This study	4.157014154	2013:02:26:17:04:04.00	51.62		1174265	u	PW5-9		Botswana		PW5-9a		2.12E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-16.92052754	2013:02:26:17:07:46.00	96.67		1174266	u	PW5-1		Botswana		PW5-1a		1.54E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-18.92367512	2013:02:26:17:08:02.00	88.71		1174267	u	PW5-2		Botswana		PW5-2a		1.34E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-24.98248096	2013:02:26:17:08:17.00	103.98		1174268	u	PW5-4		Botswana		PW5-4a		2.02E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-15.42514867	2013:02:26:17:08:32.00	302.31		1174269	u	PW5-5		Botswana		PW5-5a		2.52E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-11.96082408	2013:02:26:17:08:47.00	276.16		1174270	u	PW5-6		Botswana		PW5-6a		7.45E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-39.36101765	2013:02:26:17:09:02.00	118.27		1174271	u	PW5-7		Botswana		PW5-7a		2.07E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	-43.44651384	2013:02:26:17:09:17.00	124.30		1174272	u	PW5-8		Botswana		PW5-8a		1.66E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.015	This study	4.324628946	2013:02:26:17:09:32.00	51.77		1174273	u	PW5-9		Botswana		PW5-9a		2.09E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-16.56832414	2013:02:26:17:14:36.00	96.44		1174274	u	PW5-1		Botswana		PW5-1a		1.54E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-18.51698918	2013:02:26:17:14:51.00	88.31		1174275	u	PW5-2		Botswana		PW5-2a		1.35E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-24.56743974	2013:02:26:17:15:06.00	103.66		1174276	u	PW5-4		Botswana		PW5-4a		2.03E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-15.24881766	2013:02:26:17:15:21.00	301.91		1174277	u	PW5-5		Botswana		PW5-5a		2.54E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-11.48954621	2013:02:26:17:15:36.00	275.35		1174278	u	PW5-6		Botswana		PW5-6a		7.47E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-40.09626927	2013:02:26:17:15:51.00	117.21		1174279	u	PW5-7		Botswana		PW5-7a		2.01E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	-43.18727755	2013:02:26:17:16:06.00	124.47		1174280	u	PW5-8		Botswana		PW5-8a		1.62E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.02	This study	4.496104443	2013:02:26:17:16:21.00	51.96		1174281	u	PW5-9		Botswana		PW5-9a		2.05E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-16.14432972	2013:02:26:17:20:12.00	96.34		1174282	u	PW5-1		Botswana		PW5-1a		1.53E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-18.15192745	2013:02:26:17:20:27.00	88.11		1174283	u	PW5-2		Botswana		PW5-2a		1.35E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-24.12977931	2013:02:26:17:20:43.00	103.50		1174284	u	PW5-4		Botswana		PW5-4a		2.03E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-15.07747785	2013:02:26:17:20:58.00	301.70		1174285	u	PW5-5		Botswana		PW5-5a		2.53E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-10.97523126	2013:02:26:17:21:13.00	274.72		1174286	u	PW5-6		Botswana		PW5-6a		7.45E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-40.34415193	2013:02:26:17:21:28.00	116.76		1174287	u	PW5-7		Botswana		PW5-7a		1.94E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	-42.9227117	2013:02:26:17:21:43.00	124.69		1174288	u	PW5-8		Botswana		PW5-8a		1.58E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.025	This study	4.631169846	2013:02:26:17:21:58.00	52.16		1174289	u	PW5-9		Botswana		PW5-9a		2.02E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-15.79912294	2013:02:26:17:25:54.00	96.42		1174290	u	PW5-1		Botswana		PW5-1a		1.52E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-17.78335146	2013:02:26:17:26:09.00	88.05		1174291	u	PW5-2		Botswana		PW5-2a		1.34E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-23.71548499	2013:02:26:17:26:24.00	103.47		1174292	u	PW5-4		Botswana		PW5-4a		2.02E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-14.92165165	2013:02:26:17:26:39.00	301.54		1174293	u	PW5-5		Botswana		PW5-5a		2.52E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-10.52431421	2013:02:26:17:26:54.00	274.33		1174294	u	PW5-6		Botswana		PW5-6a		7.41E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-40.33301216	2013:02:26:17:27:09.00	116.69		1174295	u	PW5-7		Botswana		PW5-7a		1.88E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	-42.7858829	2013:02:26:17:27:25.00	124.87		1174296	u	PW5-8		Botswana		PW5-8a		1.54E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.03	This study	4.813428128	2013:02:26:17:27:40.00	52.36		1174297	u	PW5-9		Botswana		PW5-9a		1.98E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-15.2057482	2013:02:26:17:31:43.00	96.49		1174298	u	PW5-1		Botswana		PW5-1a		1.49E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-17.39321931	2013:02:26:17:31:58.00	88.05		1174299	u	PW5-2		Botswana		PW5-2a		1.31E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-23.01215375	2013:02:26:17:32:13.00	103.51		1174300	u	PW5-4		Botswana		PW5-4a		2.00E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-14.73421208	2013:02:26:17:32:28.00	301.42		1174301	u	PW5-5		Botswana		PW5-5a		2.48E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-10.03506972	2013:02:26:17:32:43.00	273.87		1174302	u	PW5-6		Botswana		PW5-6a		7.29E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-40.03414333	2013:02:26:17:32:59.00	116.79		1174303	u	PW5-7		Botswana		PW5-7a		1.80E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	-42.5069804	2013:02:26:17:33:14.00	125.15		1174304	u	PW5-8		Botswana		PW5-8a		1.48E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.04	This study	5.045343475	2013:02:26:17:33:29.00	52.72		1174305	u	PW5-9		Botswana		PW5-9a		1.92E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-15.03870334	2013:02:26:17:37:42.00	96.62		1174306	u	PW5-1		Botswana		PW5-1a		1.44E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-17.04385741	2013:02:26:17:37:57.00	88.07		1174307	u	PW5-2		Botswana		PW5-2a		1.26E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-22.26466754	2013:02:26:17:38:12.00	103.65		1174308	u	PW5-4		Botswana		PW5-4a		1.94E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-14.62237199	2013:02:26:17:38:27.00	301.40		1174309	u	PW5-5		Botswana		PW5-5a		2.42E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-10.17340181	2013:02:26:17:38:42.00	273.39		1174310	u	PW5-6		Botswana		PW5-6a		7.04E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-39.73223338	2013:02:26:17:38:57.00	116.90		1174311	u	PW5-7		Botswana		PW5-7a		1.69E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	-42.17925567	2013:02:26:17:39:13.00	125.32		1174312	u	PW5-8		Botswana		PW5-8a		1.40E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.05	This study	5.222230237	2013:02:26:17:39:28.00	53.22		1174313	u	PW5-9		Botswana		PW5-9a		1.85E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-14.90676315	2013:02:26:17:43:49.00	96.80		1174314	u	PW5-1		Botswana		PW5-1a		1.36E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-16.69058575	2013:02:26:17:44:04.00	88.24		1174315	u	PW5-2		Botswana		PW5-2a		1.20E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-21.71319234	2013:02:26:17:44:20.00	103.69		1174316	u	PW5-4		Botswana		PW5-4a		1.87E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-14.52205278	2013:02:26:17:44:35.00	301.47		1174317	u	PW5-5		Botswana		PW5-5a		2.34E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-9.657089782	2013:02:26:17:44:50.00	273.72		1174318	u	PW5-6		Botswana		PW5-6a		6.67E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-39.1667571	2013:02:26:17:45:05.00	116.94		1174319	u	PW5-7		Botswana		PW5-7a		1.60E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	-41.89124219	2013:02:26:17:45:20.00	125.23		1174320	u	PW5-8		Botswana		PW5-8a		1.33E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.06	This study	5.484959748	2013:02:26:17:45:35.00	53.72		1174321	u	PW5-9		Botswana		PW5-9a		1.76E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-14.71471217	2013:02:26:17:50:06.00	96.97		1174322	u	PW5-1		Botswana		PW5-1a		1.26E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-16.4876369	2013:02:26:17:50:21.00	88.48		1174323	u	PW5-2		Botswana		PW5-2a		1.13E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-21.20096569	2013:02:26:17:50:36.00	103.96		1174324	u	PW5-4		Botswana		PW5-4a		1.76E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-14.59373908	2013:02:26:17:50:51.00	301.52		1174325	u	PW5-5		Botswana		PW5-5a		2.23E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-9.302790446	2013:02:26:17:51:06.00	273.45		1174326	u	PW5-6		Botswana		PW5-6a		6.18E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-38.82160894	2013:02:26:17:51:21.00	117.02		1174327	u	PW5-7		Botswana		PW5-7a		1.48E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	-41.55620662	2013:02:26:17:51:36.00	125.24		1174328	u	PW5-8		Botswana		PW5-8a		1.25E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.07	This study	5.798785518	2013:02:26:17:51:51.00	54.14		1174329	u	PW5-9		Botswana		PW5-9a		1.66E-06				"PW5-9a:NRM_demag(T,Hac)0"	1.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-14.52873031	2013:02:26:17:56:29.00	97.09		1174330	u	PW5-1		Botswana		PW5-1a		1.16E-06				"PW5-1a:NRM_demag(T,Hac)0"	0.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-16.31793158	2013:02:26:17:56:44.00	88.65		1174331	u	PW5-2		Botswana		PW5-2a		1.05E-06				"PW5-2a:NRM_demag(T,Hac)0"	0.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-20.62849821	2013:02:26:17:56:59.00	104.05		1174332	u	PW5-4		Botswana		PW5-4a		1.66E-06				"PW5-4a:NRM_demag(T,Hac)0"	0.467	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-14.57808986	2013:02:26:17:57:15.00	301.73		1174333	u	PW5-5		Botswana		PW5-5a		2.13E-06				"PW5-5a:NRM_demag(T,Hac)0"	0.667	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-9.172161319	2013:02:26:17:57:30.00	273.00		1174334	u	PW5-6		Botswana		PW5-6a		5.70E-07				"PW5-6a:NRM_demag(T,Hac)0"	0.867	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-38.2338298	2013:02:26:17:57:45.00	116.96		1174335	u	PW5-7		Botswana		PW5-7a		1.37E-06				"PW5-7a:NRM_demag(T,Hac)0"	1.067	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
0.08	This study	-40.85975763	2013:02:26:17:58:00.00	125.36		1174336	u	PW5-8		Botswana		PW5-8a		1.16E-06				"PW5-8a:NRM_demag(T,Hac)0"	1.267	Botswana 2012		Rasemong North Intrusion			g	LT-AF-Z
