tab 	pmag_specimens																				
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3a	"PW27-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	0.6	131.9	l	-5.9	4.9	10	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3a	"PW27-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	0.6	192.1	l	4.2	4.9	10	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3a	"PW27-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	0.6	192.5	l	0.8	4.9	10	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4a	"PW27-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	19.8	79.5	l	8	9.2	7	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4a	"PW27-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	19.8	175.6	l	4.2	9.2	7	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4a	"PW27-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	19.8	176.3	l	3.6	9.2	7	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-5	Botswana	PW27-5a	"PW27-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	5.4	137.4	l	-13.2	5.3	8	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-5	Botswana	PW27-5a	"PW27-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	5.4	191.5	l	1	5.3	8	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-5	Botswana	PW27-5a	"PW27-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	5.4	191.4	l	-2.2	5.3	8	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6a	"PW27-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.5	327.8	l	20.5	15.3	6	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6a	"PW27-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.5	187.1	l	4.2	15.3	6	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6a	"PW27-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.5	187.6	l	1.7	15.3	6	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-8	Botswana	PW27-8a	"PW27-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	12.2	84.8	l	2.7	6.7	11	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-8	Botswana	PW27-8a	"PW27-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	12.2	181.5	l	1.5	6.7	11	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-8	Botswana	PW27-8a	"PW27-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	12.2	181.6	l	0	6.7	11	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-9	Botswana	PW27-9a	"PW27-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	13.3	129.3	l	-13.9	9.2	7	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-9	Botswana	PW27-9a	"PW27-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	13.3	182.2	l	-0.9	9.2	7	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-9	Botswana	PW27-9a	"PW27-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	13.3	181.9	l	-2.5	9.2	7	100
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	12.8	311.9	l	7.3	9.1	9	-1
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	12.8	187.8	l	-5.5	9.1	9	0
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	12.8	187.6	l	0.1	9.1	9	100
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	26.1	318.3	l	12.8	6.3	7	-1
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	26.1	199.3	l	-0.1	6.3	7	0
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.40E-01	6.00E-02	T		u	26.1	199.5	l	4.5	6.3	7	100
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	25.5	352.6	l	13.6	6.9	9	-1
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	25.5	202.9	l	-13.2	6.9	9	0
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	25.5	201.8	l	-8.9	6.9	9	100
This study	Botswana 2012	Rapitsane Sill	PW10-4	Botswana	PW10-4a	"PW10-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	33.6	14.3	l	18.3	6.6	10	-1
This study	Botswana 2012	Rapitsane Sill	PW10-4	Botswana	PW10-4a	"PW10-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	33.6	206.1	l	-4	6.6	10	0
This study	Botswana 2012	Rapitsane Sill	PW10-4	Botswana	PW10-4a	"PW10-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	4.00E-02	T		u	33.6	205.9	l	-0.1	6.6	10	100
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5a	"PW10-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	24.3	348.9	l	20.6	6.4	11	-1
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5a	"PW10-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	24.3	200.3	l	-6	6.4	11	0
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5a	"PW10-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	3.00E-02	T		u	24.3	199.9	l	-1.5	6.4	11	100
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6a	"PW10-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	37.6	331.7	l	25.1	8.4	6	-1
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6a	"PW10-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	37.6	197.2	l	-11.7	8.4	6	0
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6a	"PW10-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	37.6	196.4	l	-6.9	8.4	6	100
This study	Botswana 2012	Rapitsane Sill	PW10-7	Botswana	PW10-7a	"PW10-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	31.5	342.9	l	30.8	8.6	12	-1
This study	Botswana 2012	Rapitsane Sill	PW10-7	Botswana	PW10-7a	"PW10-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	31.5	203.6	l	-9.8	8.6	12	0
This study	Botswana 2012	Rapitsane Sill	PW10-7	Botswana	PW10-7a	"PW10-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	31.5	202.9	l	-5.6	8.6	12	100
This study	Botswana 2012	Rapitsane Sill	PW10-8	Botswana	PW10-8a	"PW10-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	6.7	129	l	-9.2	6.8	9	-1
This study	Botswana 2012	Rapitsane Sill	PW10-8	Botswana	PW10-8a	"PW10-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	6.7	197.9	l	-1.6	6.8	9	0
This study	Botswana 2012	Rapitsane Sill	PW10-8	Botswana	PW10-8a	"PW10-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	6.7	198	l	3.1	6.8	9	100
This study	Botswana 2012	Shoshong Sill	PW28-10	Botswana	PW28-10a	"PW28-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	4.1	109.9	l	-9.1	2.9	8	-1
This study	Botswana 2012	Shoshong Sill	PW28-10	Botswana	PW28-10a	"PW28-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	4.1	191.2	l	11.6	2.9	8	0
This study	Botswana 2012	Shoshong Sill	PW28-10	Botswana	PW28-10a	"PW28-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	4.1	191.2	l	11.6	2.9	8	100
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1a	"PW28-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	2	73.1	l	20.4	3.2	12	-1
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1a	"PW28-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	2	187.9	l	3.5	3.2	12	0
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1a	"PW28-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	2.50E-02	T		u	2	187.9	l	3.5	3.2	12	100
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2a	"PW28-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.9	85.3	l	7.2	3.9	9	-1
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2a	"PW28-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.9	185.3	l	4.8	3.9	9	0
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2a	"PW28-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.9	185.3	l	4.8	3.9	9	100
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3a	"PW28-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.9	99.4	l	0.5	1.8	6	-1
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3a	"PW28-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.9	190.7	l	5.9	1.8	6	0
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3a	"PW28-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	8.00E-02	T		u	3.9	190.7	l	5.9	1.8	6	100
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4a	"PW28-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	3.5	113.4	l	-1.8	4.4	8	-1
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4a	"PW28-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	3.5	189	l	4.2	4.4	8	0
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4a	"PW28-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	3.5	189	l	4.2	4.4	8	100
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6a	"PW28-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	3.6	75.9	l	23.7	5.3	7	-1
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6a	"PW28-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	3.6	189.9	l	0.4	5.3	7	0
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6a	"PW28-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	3.6	189.9	l	0.4	5.3	7	100
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8a	"PW28-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.7	101.3	l	-8.2	2.4	9	-1
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8a	"PW28-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.7	181	l	-1.5	2.4	9	0
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8a	"PW28-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.7	181	l	-1.5	2.4	9	100
This study	Botswana 2012	Shoshong Sill	PW28-9	Botswana	PW28-9a	"PW28-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	84.3	l	21	1.8	9	-1
This study	Botswana 2012	Shoshong Sill	PW28-9	Botswana	PW28-9a	"PW28-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	192.4	l	2	1.8	9	0
This study	Botswana 2012	Shoshong Sill	PW28-9	Botswana	PW28-9a	"PW28-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	192.4	l	2	1.8	9	100
This study	Botswana 2012	Phage Sill	PW29-10	Botswana	PW29-10a	"PW29-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	0.8	244.3	l	-1.6	5.7	7	-1
This study	Botswana 2012	Phage Sill	PW29-10	Botswana	PW29-10a	"PW29-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	0.8	186.5	l	5.8	5.7	7	0
This study	Botswana 2012	Phage Sill	PW29-10	Botswana	PW29-10a	"PW29-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	0.8	187.4	l	4.6	5.7	7	100
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3a	"PW29-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	53.8	l	18.4	11.2	9	-1
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3a	"PW29-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	177.7	l	5.4	11.2	9	0
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3a	"PW29-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	1.2	178.7	l	5.7	11.2	9	100
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4a	"PW29-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	10.9	144.2	l	-16.6	17.3	8	-1
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4a	"PW29-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	10.9	197.3	l	-2.6	17.3	8	0
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4a	"PW29-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	5.00E-02	T		u	10.9	196.6	l	-5.6	17.3	8	100
This study	Botswana 2012	Phage Sill	PW29-5	Botswana	PW29-5a	"PW29-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	7.2	103.5	l	3.9	22.4	8	-1
This study	Botswana 2012	Phage Sill	PW29-5	Botswana	PW29-5a	"PW29-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	7.2	194.2	l	7.5	22.4	8	0
This study	Botswana 2012	Phage Sill	PW29-5	Botswana	PW29-5a	"PW29-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	7.2	195.3	l	4.9	22.4	8	100
This study	Botswana 2012	Phage Sill	PW29-6	Botswana	PW29-6a	"PW29-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.40E-01	8.00E-02	T		u	9.5	244.3	l	-0.3	11.9	4	-1
This study	Botswana 2012	Phage Sill	PW29-6	Botswana	PW29-6a	"PW29-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.40E-01	8.00E-02	T		u	9.5	205.8	l	7	11.9	4	0
This study	Botswana 2012	Phage Sill	PW29-6	Botswana	PW29-6a	"PW29-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.40E-01	8.00E-02	T		u	9.5	206.6	l	2.6	11.9	4	100
This study	Botswana 2012	Phage Sill	PW29-7	Botswana	PW29-7a	"PW29-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	5.9	224.2	l	-12.3	12.6	6	-1
This study	Botswana 2012	Phage Sill	PW29-7	Botswana	PW29-7a	"PW29-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	5.9	194.3	l	-2.8	12.6	6	0
This study	Botswana 2012	Phage Sill	PW29-7	Botswana	PW29-7a	"PW29-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	5.9	193.6	l	-5.2	12.6	6	100
This study	Botswana 2012	Phage Sill	PW29-8	Botswana	PW29-8a	"PW29-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	7	169.6	l	-23.1	12.8	6	-1
This study	Botswana 2012	Phage Sill	PW29-8	Botswana	PW29-8a	"PW29-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	7	208.1	l	-5.4	12.8	6	0
This study	Botswana 2012	Phage Sill	PW29-8	Botswana	PW29-8a	"PW29-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	7.00E-02	T		u	7	206.9	l	-10	12.8	6	100
This study	Botswana 2012	Phage Sill	PW29-9	Botswana	PW29-9a	"PW29-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	15	211.5	l	-14.4	21.5	8	-1
This study	Botswana 2012	Phage Sill	PW29-9	Botswana	PW29-9a	"PW29-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	15	187.7	l	-2.3	21.5	8	0
This study	Botswana 2012	Phage Sill	PW29-9	Botswana	PW29-9a	"PW29-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.70E-01	6.00E-02	T		u	15	187.1	l	-3.6	21.5	8	100
This study	Botswana 2012	Manyana Sill	PW3-11	Botswana	PW3-11a	"PW3-11a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	7.00E-02	3.00E-02	T		u	2.6	45	l	-6.3	0.4	5	-1
