tab 	pmag_specimens																				
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-13	Botswana	PW18-13a	"PW18-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	6.00E-02	3.00E-02	T		u	81.4	139.7	l	33.7	3.4	4	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-13	Botswana	PW18-13a	"PW18-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	6.00E-02	3.00E-02	T		u	81.4	187.7	l	42.5	3.4	4	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-13	Botswana	PW18-13a	"PW18-13a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	6.00E-02	3.00E-02	T		u	81.4	191.4	l	43.2	3.4	4	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-14	Botswana	PW18-14a	"PW18-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	6.00E-02	2.50E-02	T		u	31	112.3	l	45.8	9.1	5	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-14	Botswana	PW18-14a	"PW18-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	6.00E-02	2.50E-02	T		u	31	150.6	l	48.6	9.1	5	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-14	Botswana	PW18-14a	"PW18-14a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	6.00E-02	2.50E-02	T		u	31	153.8	l	51.5	9.1	5	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-15	Botswana	PW18-15a	"PW18-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	74.9	19.4	l	7.9	5.8	4	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-15	Botswana	PW18-15a	"PW18-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	74.9	134.5	l	-0.6	5.8	4	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-15	Botswana	PW18-15a	"PW18-15a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	74.9	134.5	l	3	5.8	4	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-16	Botswana	PW18-16a	"PW18-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	10.8	80	l	49.2	9.4	4	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-16	Botswana	PW18-16a	"PW18-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	10.8	173.6	l	39.7	9.4	4	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-16	Botswana	PW18-16a	"PW18-16a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	10.8	176.7	l	41.4	9.4	4	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-17	Botswana	PW18-17a	"PW18-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	1.40E-01	4.00E-02	T		u	50.5	109.9	l	19.5	8.6	8	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-17	Botswana	PW18-17a	"PW18-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	1.40E-01	4.00E-02	T		u	50.5	246.4	l	24.1	8.6	8	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-17	Botswana	PW18-17a	"PW18-17a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	1.40E-01	4.00E-02	T		u	50.5	247.6	l	21.2	8.6	8	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-18	Botswana	PW18-18a	"PW18-18a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	70.3	219.7	l	-13.4	8.5	5	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-18	Botswana	PW18-18a	"PW18-18a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	70.3	200.9	l	10.8	8.5	5	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-18	Botswana	PW18-18a	"PW18-18a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	70.3	201.7	l	10.7	8.5	5	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	Botswana	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	3.00E-02	1.50E-02	T		u	16.4	145.5	l	30.4	4.9	4	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	Botswana	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	3.00E-02	1.50E-02	T		u	16.4	122.1	l	50	4.9	4	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-1	Botswana	PW18-1a	"PW18-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	3.00E-02	1.50E-02	T		u	16.4	123.2	l	53.9	4.9	4	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	Botswana	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	11	142.5	l	19.7	1.4	4	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	Botswana	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	11	161.6	l	36.3	1.4	4	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-2	Botswana	PW18-2a	"PW18-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	2.50E-02	T		u	11	164	l	38.7	1.4	4	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-3	Botswana	PW18-3a	"PW18-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	26.7	231.7	l	19.1	2.5	6	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-3	Botswana	PW18-3a	"PW18-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	26.7	187.5	l	33	2.5	6	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-3	Botswana	PW18-3a	"PW18-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	26.7	190.1	l	33.8	2.5	6	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-4	Botswana	PW18-4a	"PW18-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	17.9	1.6	l	40.3	4.9	5	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-4	Botswana	PW18-4a	"PW18-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	17.9	185.3	l	22.3	4.9	5	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-4	Botswana	PW18-4a	"PW18-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	4.00E-02	1.50E-02	T		u	17.9	187	l	23.3	4.9	5	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-6	Botswana	PW18-6a	"PW18-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	135.6	64.8	l	19.9	2	3	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-6	Botswana	PW18-6a	"PW18-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	135.6	141.3	l	-2.5	2	3	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-6	Botswana	PW18-6a	"PW18-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	135.6	141.3	l	1	2	3	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-7	Botswana	PW18-7a	"PW18-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	123.9	92.3	l	14.9	6.9	3	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-7	Botswana	PW18-7a	"PW18-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	123.9	150.6	l	13.3	6.9	3	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-7	Botswana	PW18-7a	"PW18-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	7.00E-02	5.00E-02	T		u	123.9	151.3	l	16.4	6.9	3	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-8	Botswana	PW18-8a	"PW18-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	21.7	77.4	l	65.7	3.8	6	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-8	Botswana	PW18-8a	"PW18-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	21.7	138.7	l	32.9	3.8	6	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-8	Botswana	PW18-8a	"PW18-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	21.7	140.1	l	36.4	3.8	6	100
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-9	Botswana	PW18-9a	"PW18-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	7.4	45.8	l	49.4	3.8	6	-1
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-9	Botswana	PW18-9a	"PW18-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	7.4	143.3	l	36.4	3.8	6	0
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW18-9	Botswana	PW18-9a	"PW18-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LP-DIR-AF:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	5.00E-02	1.50E-02	T		u	7.4	145	l	39.8	3.8	6	100
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1b	PW1-1b:LP-DIR-T	hargrave 2014-07-07 17:07:44	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	748	K		u	0	50.8	l	9.7	5.4	10	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1b	PW1-1b:LP-DIR-T	hargrave 2014-07-07 17:07:44	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	748	K		u	0	184.3	l	-2.5	5.4	10	0
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1b	PW1-1b:LP-DIR-T	hargrave 2014-07-07 17:07:44	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	748	K		u	0	184	l	-7.1	5.4	10	100
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2b	PW1-2b:LP-DIR-T	hargrave 2014-07-07 17:09:24	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	723	K		u	0	56.7	l	10.1	2	11	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2b	PW1-2b:LP-DIR-T	hargrave 2014-07-07 17:09:24	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	723	K		u	0	184.3	l	0.5	2	11	0
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2b	PW1-2b:LP-DIR-T	hargrave 2014-07-07 17:09:24	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	723	K		u	0	184.2	l	-4	2	11	100
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3b	PW1-3b:LP-DIR-T	hargrave 2014-07-07 17:11:00	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	748	K		u	0	350	l	36.7	1.4	10	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3b	PW1-3b:LP-DIR-T	hargrave 2014-07-07 17:11:00	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	748	K		u	0	188.5	l	-3.8	1.4	10	0
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3b	PW1-3b:LP-DIR-T	hargrave 2014-07-07 17:11:00	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	748	K		u	0	188.1	l	-8.6	1.4	10	100
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4b	PW1-4b:LP-DIR-T	hargrave 2014-07-07 17:12:32	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	748	K		u	0	359.7	l	42.3	4	10	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4b	PW1-4b:LP-DIR-T	hargrave 2014-07-07 17:12:32	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	748	K		u	0	196.1	l	5.3	4	10	0
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4b	PW1-4b:LP-DIR-T	hargrave 2014-07-07 17:12:32	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	748	K		u	0	196.2	l	0	4	10	100
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6b	PW1-6b:LP-DIR-T	hargrave 2014-07-07 17:14:04	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	833	K		u	0	24.6	l	28.3	1	5	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6b	PW1-6b:LP-DIR-T	hargrave 2014-07-07 17:14:04	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	833	K		u	0	184	l	-4.1	1	5	0
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6b	PW1-6b:LP-DIR-T	hargrave 2014-07-07 17:14:04	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	833	K		u	0	183.6	l	-8.7	1	5	100
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7b	PW1-7b:LP-DIR-T	hargrave 2014-07-07 17:15:41	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	847	773	K		u	0	356.1	l	24.1	2.1	9	-1
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7b	PW1-7b:LP-DIR-T	hargrave 2014-07-07 17:15:41	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	847	773	K		u	0	193.5	l	-3.9	2.1	9	0
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7b	PW1-7b:LP-DIR-T	hargrave 2014-07-07 17:15:41	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	847	773	K		u	0	193.2	l	-9	2.1	9	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-10	Botswana	PW24-10b	PW24-10b:LP-DIR-T	hargrave 2014-07-08 12:44:10	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	773	K		u	0	292.9	l	-52.3	0.9	9	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-10	Botswana	PW24-10b	PW24-10b:LP-DIR-T	hargrave 2014-07-08 12:44:10	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	773	K		u	0	118.8	l	-53.6	0.9	9	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-10	Botswana	PW24-10b	PW24-10b:LP-DIR-T	hargrave 2014-07-08 12:44:10	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	773	K		u	0	112.5	l	-45.1	0.9	9	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	Botswana	PW24-11b	PW24-11b:LP-DIR-T	hargrave 2014-07-08 12:47:23	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	773	K		u	0	26.5	l	81.8	5.8	9	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	Botswana	PW24-11b	PW24-11b:LP-DIR-T	hargrave 2014-07-08 12:47:23	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	773	K		u	0	287.2	l	52.5	5.8	9	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-11	Botswana	PW24-11b	PW24-11b:LP-DIR-T	hargrave 2014-07-08 12:47:23	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	773	K		u	0	283	l	43.2	5.8	9	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	Botswana	PW24-12b	PW24-12b:LP-DIR-T	hargrave 2014-07-08 12:49:03	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	833	K		u	0	269	l	13.3	8	5	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	Botswana	PW24-12b	PW24-12b:LP-DIR-T	hargrave 2014-07-08 12:49:03	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	833	K		u	0	135.4	l	12.1	8	5	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-12	Botswana	PW24-12b	PW24-12b:LP-DIR-T	hargrave 2014-07-08 12:49:03	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	833	K		u	0	137.6	l	18	8	5	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	Botswana	PW24-7b	PW24-7b:LP-DIR-T	hargrave 2014-07-08 12:39:26	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	793	K		u	0	118.9	l	59.7	17.7	8	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	Botswana	PW24-7b	PW24-7b:LP-DIR-T	hargrave 2014-07-08 12:39:26	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	793	K		u	0	241.9	l	62.6	17.7	8	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-7	Botswana	PW24-7b	PW24-7b:LP-DIR-T	hargrave 2014-07-08 12:39:26	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	793	K		u	0	247	l	53.1	17.7	8	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	Botswana	PW24-8b	PW24-8b:LP-DIR-T	hargrave 2014-07-08 12:40:57	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	793	K		u	0	314.9	l	56.6	8.2	8	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	Botswana	PW24-8b	PW24-8b:LP-DIR-T	hargrave 2014-07-08 12:40:57	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	793	K		u	0	148.6	l	11.1	8.2	8	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-8	Botswana	PW24-8b	PW24-8b:LP-DIR-T	hargrave 2014-07-08 12:40:57	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	793	K		u	0	150.7	l	15	8.2	8	100
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	Botswana	PW24-9b	PW24-9b:LP-DIR-T	hargrave 2014-07-08 12:42:32	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	793	K		u	0	309.1	l	36.8	0.5	8	-1
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	Botswana	PW24-9b	PW24-9b:LP-DIR-T	hargrave 2014-07-08 12:42:32	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	793	K		u	0	132.7	l	-7.9	0.5	8	0
This study	Botswana 2012	Mosolotsane 4 Sill	PW24-9	Botswana	PW24-9b	PW24-9b:LP-DIR-T	hargrave 2014-07-08 12:42:32	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	793	K		u	0	132.1	l	-1.4	0.5	8	100
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-1	Botswana	PW25-1b	PW25-1b:LP-DIR-T	hargrave 2014-07-08 12:50:40	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	813	K		u	0	175.6	l	47.6	12.4	7	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-1	Botswana	PW25-1b	PW25-1b:LP-DIR-T	hargrave 2014-07-08 12:50:40	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	813	K		u	0	22.8	l	75.3	12.4	7	0
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-1	Botswana	PW25-1b	PW25-1b:LP-DIR-T	hargrave 2014-07-08 12:50:40	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	813	K		u	0	341.6	l	77.1	12.4	7	100
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-2	Botswana	PW25-2b	PW25-2b:LP-DIR-T	hargrave 2014-07-08 12:52:12	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	813	K		u	0	192.7	l	59	43.5	5	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-2	Botswana	PW25-2b	PW25-2b:LP-DIR-T	hargrave 2014-07-08 12:52:12	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	813	K		u	0	34.2	l	79.4	43.5	5	0
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-2	Botswana	PW25-2b	PW25-2b:LP-DIR-T	hargrave 2014-07-08 12:52:12	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	845	813	K		u	0	332.6	l	81.5	43.5	5	100
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	842	793	K		u	0	311.2	l	45.5	4.1	7	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	842	793	K		u	0	182.6	l	20.2	4.1	7	0
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	842	793	K		u	0	186	l	18.3	4.1	7	100
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-4	Botswana	PW25-4b	PW25-4b:LP-DIR-T	hargrave 2014-07-08 12:55:11	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	842	793	K		u	0	274.5	l	-39.6	8.1	7	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-4	Botswana	PW25-4b	PW25-4b:LP-DIR-T	hargrave 2014-07-08 12:55:11	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	842	793	K		u	0	195.6	l	-38.3	8.1	7	0
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-4	Botswana	PW25-4b	PW25-4b:LP-DIR-T	hargrave 2014-07-08 12:55:11	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.2.1	842	793	K		u	0	187.7	l	-41.5	8.1	7	100
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-8	Botswana	PW25-8b	PW25-8b:LP-DIR-T	hargrave 2014-07-08 12:56:39	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.2.1	845	793	K		u	0	43.9	l	89.4	1.2	8	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-8	Botswana	PW25-8b	PW25-8b:LP-DIR-T	hargrave 2014-07-08 12:56:39	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.2.1	845	793	K		u	0	337.1	l	71.6	1.2	8	0
