tab	er_specimens								
er_citation_names	er_specimen_name	er_sample_name	er_site_name	er_location_name	specimen_class	specimen_lithology	specimen_type	specimen_weight	er_expedition_name
This study	PW25-9b	PW25-9	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-10a	PW26-10	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046225	Botswana 2012
This study	PW26-2a	PW26-2	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046889	Botswana 2012
This study	PW26-3a	PW26-3	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.004772	Botswana 2012
This study	PW26-4a	PW26-4	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0050277	Botswana 2012
This study	PW26-5a	PW26-5	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0053565	Botswana 2012
This study	PW26-6a	PW26-6	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0044657	Botswana 2012
This study	PW26-8a	PW26-8	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0043663	Botswana 2012
This study	PW26-9a	PW26-9	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0051188	Botswana 2012
This study	PW26-2b	PW26-2	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-3b	PW26-3	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-4b	PW26-4	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-5b	PW26-5	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-6b	PW26-6	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW26-8b	PW26-8	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-1a	PW27-1	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046757	Botswana 2012
This study	PW27-2a	PW27-2	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0052935	Botswana 2012
This study	PW27-3a	PW27-3	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0049788	Botswana 2012
This study	PW27-4a	PW27-4	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0043836	Botswana 2012
This study	PW27-5a	PW27-5	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0051352	Botswana 2012
This study	PW27-6a	PW27-6	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0048538	Botswana 2012
This study	PW27-8a	PW27-8	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0049603	Botswana 2012
This study	PW27-9a	PW27-9	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0050846	Botswana 2012
This study	PW27-1b	PW27-1	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-2b	PW27-2	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-3b	PW27-3	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-4b	PW27-4	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-5b	PW27-5	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW27-6b	PW27-6	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-10a	PW28-10	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0049232	Botswana 2012
This study	PW28-1a	PW28-1	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0047034	Botswana 2012
This study	PW28-2a	PW28-2	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0048511	Botswana 2012
This study	PW28-3a	PW28-3	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0048269	Botswana 2012
This study	PW28-4a	PW28-4	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0047025	Botswana 2012
This study	PW28-6a	PW28-6	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0048021	Botswana 2012
This study	PW28-8a	PW28-8	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0051784	Botswana 2012
This study	PW28-9a	PW28-9	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	0.0051386	Botswana 2012
This study	PW28-1b	PW28-1	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-2b	PW28-2	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-3b	PW28-3	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-4b	PW28-4	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-6b	PW28-6	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW28-8b	PW28-8	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-10a	PW29-10	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0049433	Botswana 2012
This study	PW29-3a	PW29-3	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0046116	Botswana 2012
This study	PW29-4a	PW29-4	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0041593	Botswana 2012
This study	PW29-5a	PW29-5	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0046709	Botswana 2012
This study	PW29-6a	PW29-6	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0046176	Botswana 2012
This study	PW29-7a	PW29-7	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0048636	Botswana 2012
This study	PW29-8a	PW29-8	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.0045988	Botswana 2012
This study	PW29-9a	PW29-9	Phage Sill	Botswana	Intrusive	Dolerite	Sill	0.004481	Botswana 2012
This study	PW29-3b	PW29-3	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-4b	PW29-4	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-5b	PW29-5	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-6b	PW29-6	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-7b	PW29-7	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW29-8b	PW29-8	Phage Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-10a	PW3-10	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0043447	Botswana 2012
This study	PW3-11a	PW3-11	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0051176	Botswana 2012
This study	PW3-12a	PW3-12	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0053262	Botswana 2012
This study	PW3-13a	PW3-13	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0050501	Botswana 2012
This study	PW3-14a	PW3-14	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0062301	Botswana 2012
This study	PW3-15a	PW3-15	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0045643	Botswana 2012
This study	PW3-16a	PW3-16	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0042755	Botswana 2012
This study	PW3-1a	PW3-1	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.004581	Botswana 2012
This study	PW3-2a	PW3-2	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0048888	Botswana 2012
This study	PW3-4a	PW3-4	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0044629	Botswana 2012
This study	PW3-6a	PW3-6	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0047872	Botswana 2012
This study	PW3-7a	PW3-7	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0049907	Botswana 2012
This study	PW3-8a	PW3-8	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0044678	Botswana 2012
This study	PW3-9a	PW3-9	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	0.0045278	Botswana 2012
This study	PW3-11b	PW3-11	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-1b	PW3-1	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-2b	PW3-2	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-3b	PW3-3	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-7b	PW3-7	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW3-8b	PW3-8	Manyana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-10a	PW30-10	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.005469	Botswana 2012
This study	PW30-11a	PW30-11	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0054194	Botswana 2012
This study	PW30-1a	PW30-1	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0045608	Botswana 2012
This study	PW30-4a	PW30-4	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0054964	Botswana 2012
This study	PW30-5a	PW30-5	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0047599	Botswana 2012
This study	PW30-7a	PW30-7	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.005005	Botswana 2012
This study	PW30-8a	PW30-8	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0057339	Botswana 2012
This study	PW30-9a	PW30-9	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	0.0055646	Botswana 2012
This study	PW30-1b	PW30-1	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-4b	PW30-4	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-5b	PW30-5	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-7b	PW30-7	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-8b	PW30-8	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW30-9b	PW30-9	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-10a	PW31-10	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0051568	Botswana 2012
This study	PW31-11a	PW31-11	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0056426	Botswana 2012
This study	PW31-12a	PW31-12	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0059965	Botswana 2012
This study	PW31-13a	PW31-13	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0054386	Botswana 2012
This study	PW31-14a	PW31-14	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0053136	Botswana 2012
This study	PW31-15a	PW31-15	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0053217	Botswana 2012
This study	PW31-16a	PW31-16	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0058334	Botswana 2012
This study	PW31-17a	PW31-17	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	0.0057768	Botswana 2012
This study	PW31-10b	PW31-10	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-11b	PW31-11	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-12b	PW31-12	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-13b	PW31-13	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-14b	PW31-14	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW31-15b	PW31-15	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-11a	PW32-11	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0059714	Botswana 2012
This study	PW32-13a	PW32-13	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0056457	Botswana 2012
This study	PW32-18a	PW32-18	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0042435	Botswana 2012
This study	PW32-21a	PW32-21	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0045749	Botswana 2012
This study	PW32-5a	PW32-5	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0057478	Botswana 2012
This study	PW32-6a	PW32-6	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051033	Botswana 2012
This study	PW32-7a	PW32-7	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0057601	Botswana 2012
This study	PW32-8a	PW32-8	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0057087	Botswana 2012
This study	PW32-11b	PW32-11	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-13b	PW32-13	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-5b	PW32-5	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-6b	PW32-6	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-7b	PW32-7	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW32-8b	PW32-8	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW33-2a	PW33-2	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0043603	Botswana 2012
This study	PW33-3a	PW33-3	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0045904	Botswana 2012
This study	PW33-4a	PW33-4	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0056727	Botswana 2012
This study	PW33-5a	PW33-5	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0048951	Botswana 2012
This study	PW33-6a	PW33-6	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0051606	Botswana 2012
This study	PW33-7a	PW33-7	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0046731	Botswana 2012
This study	PW33-8a	PW33-8	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	0.0054567	Botswana 2012
This study	PW34-1a	PW34-1	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0050199	Botswana 2012
This study	PW34-2a	PW34-2	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0058633	Botswana 2012
This study	PW34-3a	PW34-3	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.005137	Botswana 2012
This study	PW34-5a	PW34-5	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0058086	Botswana 2012
This study	PW34-6a	PW34-6	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0052536	Botswana 2012
This study	PW34-7a	PW34-7	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0049071	Botswana 2012
This study	PW34-8a	PW34-8	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0055429	Botswana 2012
This study	PW34-9a	PW34-9	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	0.0054714	Botswana 2012
This study	PW34-1b	PW34-1	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW34-2b	PW34-2	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW34-3b	PW34-3	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW34-5b	PW34-5	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW34-6b	PW34-6	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW34-7b	PW34-7	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW35-2a	PW35-2	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046242	Botswana 2012
This study	PW35-3a	PW35-3	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0047605	Botswana 2012
This study	PW35-4a	PW35-4	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0048741	Botswana 2012
This study	PW35-6a	PW35-6	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046178	Botswana 2012
This study	PW35-8a	PW35-8	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.004572	Botswana 2012
This study	PW36-13a	PW36-13	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0047137	Botswana 2012
This study	PW36-14a	PW36-14	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0043669	Botswana 2012
This study	PW36-15a	PW36-15	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0046446	Botswana 2012
This study	PW36-1a	PW36-1	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0041156	Botswana 2012
This study	PW36-2a	PW36-2	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0047997	Botswana 2012
This study	PW36-3a	PW36-3	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0047038	Botswana 2012
This study	PW36-4a	PW36-4	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0041736	Botswana 2012
This study	PW36-5a	PW36-5	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	0.0049059	Botswana 2012
This study	PW36-13b	PW36-13	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW36-1b	PW36-1	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW36-2b	PW36-2	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW36-3b	PW36-3	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW36-4b	PW36-4	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW36-5b	PW36-5	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-10a	PW37-10	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0041542	Botswana 2012
This study	PW37-1a	PW37-1	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0043889	Botswana 2012
This study	PW37-2a	PW37-2	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0050407	Botswana 2012
This study	PW37-3a	PW37-3	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.004893	Botswana 2012
This study	PW37-5a	PW37-5	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0050192	Botswana 2012
This study	PW37-6a	PW37-6	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0048517	Botswana 2012
This study	PW37-7a	PW37-7	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0044676	Botswana 2012
This study	PW37-9a	PW37-9	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	0.0047564	Botswana 2012
This study	PW37-1b	PW37-1	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-2b	PW37-2	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-3b	PW37-3	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-5b	PW37-5	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-6b	PW37-6	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW37-7b	PW37-7	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-1a	PW38-1	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0045789	Botswana 2012
This study	PW38-2a	PW38-2	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0049165	Botswana 2012
This study	PW38-3a	PW38-3	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0048489	Botswana 2012
This study	PW38-4a	PW38-4	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0047677	Botswana 2012
This study	PW38-5a	PW38-5	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0043941	Botswana 2012
This study	PW38-6a	PW38-6	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0047917	Botswana 2012
This study	PW38-7a	PW38-7	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0050764	Botswana 2012
This study	PW38-8a	PW38-8	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	0.0043949	Botswana 2012
This study	PW38-1b	PW38-1	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-2b	PW38-2	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-3b	PW38-3	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-4b	PW38-4	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-5b	PW38-5	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW38-6b	PW38-6	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-10a	PW39-10	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0054108	Botswana 2012
This study	PW39-11a	PW39-11	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0050717	Botswana 2012
This study	PW39-1a	PW39-1	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0047905	Botswana 2012
This study	PW39-2a	PW39-2	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0047838	Botswana 2012
This study	PW39-5a	PW39-5	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051704	Botswana 2012
This study	PW39-6a	PW39-6	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0054748	Botswana 2012
This study	PW39-7a	PW39-7	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0049348	Botswana 2012
This study	PW39-8a	PW39-8	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0056237	Botswana 2012
This study	PW39-1b	PW39-1	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-2b	PW39-2	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-5b	PW39-5	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-6b	PW39-6	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-7b	PW39-7	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW39-8b	PW39-8	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-10a	PW4-10	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0043595	Botswana 2012
This study	PW4-1a	PW4-1	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0052171	Botswana 2012
This study	PW4-2a	PW4-2	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0045279	Botswana 2012
This study	PW4-3a	PW4-3	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0049158	Botswana 2012
This study	PW4-4a	PW4-4	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0050246	Botswana 2012
This study	PW4-6a	PW4-6	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.00445	Botswana 2012
This study	PW4-7a	PW4-7	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0040809	Botswana 2012
This study	PW4-9a	PW4-9	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0044292	Botswana 2012
This study	PW4-1b	PW4-1	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-2b	PW4-2	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-3b	PW4-3	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-4b	PW4-4	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-6b	PW4-6	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW4-7b	PW4-7	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-10a	PW40-10	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0055832	Botswana 2012
This study	PW40-11a	PW40-11	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0053835	Botswana 2012
This study	PW40-12a	PW40-12	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0053048	Botswana 2012
This study	PW40-13a	PW40-13	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.005675	Botswana 2012
This study	PW40-1a	PW40-1	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0052936	Botswana 2012
This study	PW40-2a	PW40-2	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0056968	Botswana 2012
This study	PW40-3a	PW40-3	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0050986	Botswana 2012
This study	PW40-4a	PW40-4	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	0.0055	Botswana 2012
This study	PW40-10b	PW40-10	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-11b	PW40-11	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-1b	PW40-1	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-2b	PW40-2	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-3b	PW40-3	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW40-4b	PW40-4	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-1a	PW5-1	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0046677	Botswana 2012
This study	PW5-2a	PW5-2	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0036659	Botswana 2012
This study	PW5-4a	PW5-4	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0045391	Botswana 2012
This study	PW5-5a	PW5-5	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.004887	Botswana 2012
This study	PW5-6a	PW5-6	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0039164	Botswana 2012
This study	PW5-7a	PW5-7	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.005149	Botswana 2012
