tab	er_samples													
er_citation_names	er_sample_name	er_site_name	er_location_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_bed_dip_direction	er_expedition_name	sample_description	sample_bed_dip	sample_dip	sample_azimuth
This study	PW23-13	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-25	20.3
This study	PW23-14	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-26	99.6
This study	PW23-2	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-29	191.1
This study	PW23-3	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-25	260.7
This study	PW23-4	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-17	283.3
This study	PW23-5	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-35	245.6
This study	PW23-6	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-32	301.2
This study	PW23-7	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-34	305.8
This study	PW23-8	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-37	275.2
This study	PW23-9	Mosolotsane 5 Sill	Botswana	Intrusive	Dolerite	Sill	-22.9034	26.371	262.86	Botswana 2012	pmag core	10	-29	270.7
This study	PW24-1	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-41	322.2
This study	PW24-10	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-30	227.4
This study	PW24-11	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-30	281.2
This study	PW24-12	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-29	219.8
This study	PW24-13	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-17	111.5
This study	PW24-14	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-18	103.7
This study	PW24-2	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-25	0.5
This study	PW24-3	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-37	332.5
This study	PW24-4	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-22	309.9
This study	PW24-5	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-32	260.2
This study	PW24-6	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-20	253
This study	PW24-7	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-24	168.2
This study	PW24-8	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-53	172
This study	PW24-9	Mosolotsane 4 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8947	26.3741	262.88	Botswana 2012	pmag core	10	-60	171.6
This study	PW25-1	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-28	214.5
This study	PW25-10	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-22	70.6
This study	PW25-11	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-24	34.4
This study	PW25-12	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-27	38.2
This study	PW25-13	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-20	278.1
This study	PW25-14	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-26	342.8
This study	PW25-2	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-22	176.1
This study	PW25-3	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-33	216.8
This study	PW25-4	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-20	297.5
This study	PW25-5	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-23	98.8
This study	PW25-6	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-21	64.5
This study	PW25-7	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-16	347
This study	PW25-8	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-18	335.9
This study	PW25-9	Mosolotsane 6 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8955	26.3673	262.86	Botswana 2012	pmag core	10	-31	61.7
This study	PW26-1	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-17	253.6
This study	PW26-10	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-19	191.1
This study	PW26-11	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-30	146.9
This study	PW26-12	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-12	66.7
This study	PW26-2	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-20	60.1
This study	PW26-3	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-19	43.8
This study	PW26-4	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-19	89.1
This study	PW26-5	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-13	354.4
This study	PW26-6	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-16	158.6
This study	PW26-7	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-15	88.5
This study	PW26-8	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-12	131.9
This study	PW26-9	Mosolotsane 3 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8926	26.3811	262.88	Botswana 2012	pmag core	10	-28	180.5
This study	PW27-1	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-23	108
This study	PW27-2	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-21	95.8
This study	PW27-3	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-15	60
This study	PW27-4	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-19	98.1
This study	PW27-5	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-19	52.7
This study	PW27-6	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-19	217.1
This study	PW27-7	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-17	128.8
This study	PW27-8	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-13	97.2
This study	PW27-9	Mosolotsane 2 Sill	Botswana	Intrusive	Dolerite	Sill	-22.8923	26.382	262.88	Botswana 2012	pmag core	10	-20	50.9
This study	PW28-1	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-44	123.9
This study	PW28-10	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-58	82.6
This study	PW28-2	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-23	102.4
This study	PW28-3	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-36	93.4
This study	PW28-4	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-15	75.9
This study	PW28-5	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-63	106
This study	PW28-6	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-60	127.3
This study	PW28-8	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-30	77.1
This study	PW28-9	Shoshong Sill	Botswana	Intrusive	Dolerite	Sill	-23.0052	26.4838	0	Botswana 2012	pmag core	0	-70	124
This study	PW29-1	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-22	79.3
This study	PW29-10	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-17	301.6
This study	PW29-11	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-18	297.3
This study	PW29-12	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-14	307
This study	PW29-2	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-16	93.2
This study	PW29-3	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-21	127.5
This study	PW29-4	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-17	51.4
This study	PW29-5	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-16	92.3
This study	PW29-6	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-17	320.6
This study	PW29-7	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-13	331.3
This study	PW29-8	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-18	37.7
This study	PW29-9	Phage Sill	Botswana	Intrusive	Dolerite	Sill	-22.7794	26.3937	270.02	Botswana 2012	pmag core	10	-14	337.2
This study	PW3-1	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-72	356.6
This study	PW3-10	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-19	53.2
This study	PW3-11	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-20	57.9
This study	PW3-12	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-24	44.8
This study	PW3-13	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-15	31.2
This study	PW3-14	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-13	47.6
This study	PW3-15	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-69	58.7
This study	PW3-16	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-68	54.7
This study	PW3-2	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-73	1.4
This study	PW3-3	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-23	41.2
This study	PW3-4	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-5	38.5
This study	PW3-5	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-17	59.3
This study	PW3-6	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-45	341.8
This study	PW3-7	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-55	16.5
This study	PW3-8	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-46	5.8
This study	PW3-9	Manyana Sill	Botswana	Intrusive	Dolerite	Sill	-24.7489	25.6557	330.56	Botswana 2012	pmag core	5	-16	61.6
This study	PW30-1	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-71	152.3
This study	PW30-10	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-21	141.5
This study	PW30-11	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-20	129.1
This study	PW30-12	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-25	121.8
This study	PW30-2	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-78	154
This study	PW30-3	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-83	159.4
This study	PW30-4	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-24	8.1
This study	PW30-5	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-24	1.3
This study	PW30-6	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-42	241
This study	PW30-7	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-22	160.5
This study	PW30-8	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-12	128.7
This study	PW30-9	Moijabana Sill	Botswana	Intrusive	Dolerite	Sill	-22.6421	26.4426	0	Botswana 2012	pmag core	0	-23	110.4
This study	PW31-1	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-23	40.8
This study	PW31-10	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-41	172.4
This study	PW31-11	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-39	162.1
This study	PW31-12	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-34	171.4
This study	PW31-13	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-30	144.7
This study	PW31-14	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-35	82.2
This study	PW31-15	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-17	137
This study	PW31-16	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-40	125.5
This study	PW31-17	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-25	73.1
This study	PW31-2	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-64	127.9
This study	PW31-3	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-65	125.4
This study	PW31-4	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-59	121.6
This study	PW31-5	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-64	124.9
This study	PW31-6	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-30	144.6
This study	PW31-7	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-50	121.9
This study	PW31-8	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-60	118.6
This study	PW31-9	Mokgware Sill	Botswana	Intrusive	Dolerite	Sill	-22.7069	26.6114	90.06	Botswana 2012	pmag core	4	-59	109
This study	PW32-1	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-62	246.5
This study	PW32-10	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-82	303.514
This study	PW32-11	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-10	316.514
This study	PW32-12	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-12	334.514
This study	PW32-13	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-76	289.514
This study	PW32-14	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-73	358.514
This study	PW32-15	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-52	7.5141
This study	PW32-16	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-52	313.514
This study	PW32-17	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-51	323.514
This study	PW32-18	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-84	305.514
This study	PW32-19	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-82	312.514
This study	PW32-2	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-29	220.3
This study	PW32-20	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-71	289.514
This study	PW32-21	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-57	331.514
This study	PW32-22	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-66	-9.4859
This study	PW32-4	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-47	208.6
This study	PW32-5	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-29	210.6
This study	PW32-6	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-70	213
This study	PW32-7	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-90	227.2
This study	PW32-8	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-79	309.514
This study	PW32-9	Sepatamorire Hill Sill	Botswana	Intrusive	Dolerite	Sill	-22.3354	26.8228	0	Botswana 2012	pmag core	0	-79	277.514
This study	PW33-2	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-46	218.9
This study	PW33-3	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-35	269.8
This study	PW33-4	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-41	298.1
This study	PW33-5	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-37	305.8
This study	PW33-6	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-37	273.4
This study	PW33-7	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-42	284.1
This study	PW33-8	Palapye Dike	Botswana	Intrusive	Dolerite	Diabase	-22.5777	27.2874	312.07	Botswana 2012	pmag core	9	-43	274.8
This study	PW34-1	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-12	50.3
This study	PW34-10	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-18	330.1
This study	PW34-11	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-31	136.1
This study	PW34-12	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-12	264.1
This study	PW34-13	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-26	284.4
This study	PW34-14	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-24	219.1
This study	PW34-15	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-11	44.4
This study	PW34-16	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-13	48.5
This study	PW34-2	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-13	118.6
This study	PW34-3	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-20	157.9
This study	PW34-4	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-16	126.3
This study	PW34-5	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-16	79.1
This study	PW34-6	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-15	60.6
This study	PW34-7	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-11	158.9
This study	PW34-8	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-15	1.2
This study	PW34-9	Masama 1 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8163	26.7377	10.44	Botswana 2012	pmag core	8	-17	245.4
This study	PW35-2	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.814	26.7354	10.44	Botswana 2012	pmag core	8	-13	116.6
This study	PW35-3	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.814	26.7354	10.44	Botswana 2012	pmag core	8	-15	149
This study	PW35-4	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.814	26.7354	10.44	Botswana 2012	pmag core	8	-15	191.8
This study	PW35-6	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.814	26.7354	10.44	Botswana 2012	pmag core	8	-20	124.9
This study	PW35-8	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.814	26.7354	10.44	Botswana 2012	pmag core	8	-16	196.6
This study	PW36-1	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-16	88.7
This study	PW36-10	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-9	7.7
This study	PW36-11	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-13	233.4
This study	PW36-12	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-16	296.4
This study	PW36-13	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-20	23.2
