tab	er_samples													
er_citation_names	er_sample_name	er_site_name	er_location_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_bed_dip_direction	er_expedition_name	sample_description	sample_bed_dip	sample_dip	sample_azimuth
This study	PW36-14	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-23	22.4
This study	PW36-15	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-15	126.4
This study	PW36-16	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-26	42.8
This study	PW36-17	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-16	55.5
This study	PW36-18	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-30	267.7
This study	PW36-19	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-18	98.5
This study	PW36-2	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-19	169.2
This study	PW36-20	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-15	171.2
This study	PW36-3	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-17	328.7
This study	PW36-4	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-15	2.2
This study	PW36-5	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-19	211.8
This study	PW36-6	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-9	133.9
This study	PW36-7	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-39	349.6
This study	PW36-8	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-16	333.2
This study	PW36-9	Masama 2 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8145	26.735	10.43	Botswana 2012	pmag core	8	-16	230.2
This study	PW37-1	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-18	112.4
This study	PW37-10	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-18	54.2
This study	PW37-2	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-17	70.8
This study	PW37-3	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-18	214.2
This study	PW37-4	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-14	217.9
This study	PW37-5	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-13	147.1
This study	PW37-6	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-13	121.7
This study	PW37-7	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-10	61.3
This study	PW37-8	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-19	74.5
This study	PW37-9	Masama 3 Sill	Botswana	Intrusive	Dolerite	Sill	-23.8141	26.7334	10.43	Botswana 2012	pmag core	8	-22	65.6
This study	PW38-1	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-69	308.9
This study	PW38-2	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-61	314.9
This study	PW38-3	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-62	304.5
This study	PW38-4	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-70	300.8
This study	PW38-5	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-31	357.6
This study	PW38-6	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-38	8.9
This study	PW38-7	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-43	343.7
This study	PW38-8	Dibete Kop Sill	Botswana	Intrusive	Dolerite	Sill	-23.7817	26.5631	0	Botswana 2012	pmag core	0	-47	349.4
This study	PW39-1	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-13	166.2
This study	PW39-10	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-8	246.4
This study	PW39-11	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-49	43.8
This study	PW39-12	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-66	306.6
This study	PW39-2	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-13	161.5
This study	PW39-3	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-15	112.3
This study	PW39-5	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-19	288.2
This study	PW39-6	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-20	268.2
This study	PW39-7	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-16	39.7
This study	PW39-8	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-19	340.6
This study	PW39-9	Marseilles Hill Sill	Botswana	Intrusive	Dolerite	Sill	-23.9612	26.9102	0	Botswana 2012	pmag core	0	-9	257.8
This study	PW4-1	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-4	52.8
This study	PW4-10	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-14	43
This study	PW4-11	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-14	41.3
This study	PW4-12	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-15	69.6
This study	PW4-13	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-15	75.9
This study	PW4-14	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-11	52.2
This study	PW4-2	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-16	60.9
This study	PW4-3	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-13	191.2
This study	PW4-4	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-19	244.1
This study	PW4-5	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-47	58
This study	PW4-6	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-17	218.7
This study	PW4-7	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-16	241.9
This study	PW4-8	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-10	249.8
This study	PW4-9	Ranku Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.6906	25.774	36.62	Botswana 2012	pmag core	5	-13	25
This study	PW40-1	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-16	112.3
This study	PW40-10	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-19	190.7
This study	PW40-11	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-26	205.4
This study	PW40-12	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-28	162
This study	PW40-13	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-18	164
This study	PW40-14	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-24	219.1
This study	PW40-15	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-24	202.3
This study	PW40-2	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-18	328.4
This study	PW40-3	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-17	353.5
This study	PW40-4	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-16	159.7
This study	PW40-5	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-13	194.8
This study	PW40-6	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-19	206.7
This study	PW40-7	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-23	190.5
This study	PW40-8	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-12	120
This study	PW40-9	Sepitswane Sill	Botswana	Intrusive	Dolerite	Sill	-24.0481	26.8914	256.21	Botswana 2012	pmag core	12	-15	236.4
This study	PW5-1	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-20	270.7
This study	PW5-10	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-43	302.2
This study	PW5-11	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-50	133.1
This study	PW5-12	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-30	117
This study	PW5-2	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-23	279.4
This study	PW5-4	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-21	259.6
This study	PW5-5	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-11	67.6
This study	PW5-6	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-8	96.6
This study	PW5-7	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-17	248.1
This study	PW5-8	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-19	236.3
This study	PW5-9	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	-24.7271	25.7759	0	Botswana 2012	pmag core	0	-44	311.6
This study	PW6-1	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-21	341.7
This study	PW6-10	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-14	97.3
This study	PW6-11	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-24	71.1
This study	PW6-12	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-20	102.8
This study	PW6-2	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-21	329.9
This study	PW6-3	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-26	319
This study	PW6-4	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-33	4.4
This study	PW6-5	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-90	
This study	PW6-6	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-15	62.1
This study	PW6-7	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-11	63.5
This study	PW6-8	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-14	65.1
This study	PW6-9	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	-24.5469	25.8102	0	Botswana 2012	pmag core	0	-11	69.9
This study	PW7-1	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-52	52.3
This study	PW7-10	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-40	102.8
This study	PW7-11	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-37	44.6
This study	PW7-12	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-32	41.9
This study	PW7-2	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-55	54
This study	PW7-3	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-52	56.7
This study	PW7-4	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-77	51.7
This study	PW7-5	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-56	10.9
This study	PW7-6	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-36	72.1
This study	PW7-7	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-58	63.6
This study	PW7-8	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-42	62
This study	PW7-9	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4767	25.5971	0	Botswana 2012	pmag core	0	-57	84.9
This study	PW8-1	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-67	108.9
This study	PW8-10	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-81	17.1
This study	PW8-11	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-77	15.3
This study	PW8-12	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-77	18.1
This study	PW8-13	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-60	42.3
This study	PW8-2	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-24	75.6
This study	PW8-3	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-36	141.4
This study	PW8-4	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-41	122.9
This study	PW8-5	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-39	116.7
This study	PW8-6	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-82	41.8
This study	PW8-7	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-19	6.4
This study	PW8-8	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.474	25.597	0	Botswana 2012	pmag core	0	-21	332.3
This study	PW9-10	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-12	216.5
This study	PW9-11	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-10	161
This study	PW9-4	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-32	299
This study	PW9-5	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-32	325.1
This study	PW9-6	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-26	259.3
This study	PW9-7	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-15	161.6
This study	PW9-8	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-12	194.4
This study	PW9-9	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	-24.4527	25.5742	0	Botswana 2012	pmag core	0	-20	236.6
