tab 	magic_measurements																										
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_positions	measurement_standard	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:17:09.00	262.011577		g	20.93689948	2.93E-06	1233338	0.067		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:17:24.00	249.106848		g	16.45709693	2.01E-06	1233339	0.267		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:17:40.00	57.72576808		g	79.45355097	1.09E-06	1233340	0.467		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:17:55.00	-262.4463051		g	72.93585855	1.70E-06	1233341	0.667		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:23:31.00	263.5133855		g	25.62562853	2.22E-06	1233347	0.067		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:23:46.00	250.9293172		g	17.04146254	1.75E-06	1233348	0.267		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:24:01.00	1.323323529		g	80.40090758	9.17E-07	1233349	0.467		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:24:16.00	-266.3160942		g	77.46861149	1.17E-06	1233350	0.667		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:29:59.00	264.9152415		g	29.07620756	1.80E-06	1233356	0.067		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:30:14.00	250.9419109		g	16.55265784	1.59E-06	1233357	0.267		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:30:30.00	-14.6329935		g	75.98250201	8.55E-07	1233358	0.467		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:30:45.00	83.67855658		g	81.41142021	9.23E-07	1233359	0.667		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:40:42.00	265.510634		g	32.09621046	1.44E-06	1233364	0.067		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:40:57.00	251.4010717		g	16.23919988	1.40E-06	1233365	0.267		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:41:12.00	-35.4100743		g	73.9297696	7.58E-07	1233366	0.467		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:41:28.00	32.4221096		g	84.61073176	7.11E-07	1233367	0.667		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:51:59.00	266.507074		g	35.47034927	1.17E-06	1233375	0.067		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:52:15.00	252.5778668		g	16.90149504	1.23E-06	1233376	0.267		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:52:30.00	-33.98673137		g	72.03529069	6.87E-07	1233377	0.467		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:52:45.00	41.61043188		g	88.0786191	5.48E-07	1233378	0.667		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:59:05.00	268.4648937		g	39.39979548	8.25E-07	1233383	0.067		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:59:20.00	254.2559382		g	15.63752971	9.92E-07	1233384	0.267		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:59:35.00	-57.35725954		g	72.68590769	5.19E-07	1233385	0.467		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:16:59:50.00	262.4706367		g	87.58067316	3.70E-07	1233386	0.667		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:06:28.00	268.4827247		g	39.74532286	5.65E-07	1233392	0.067		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:06:43.00	258.6508636		g	17.93386645	6.95E-07	1233393	0.267		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:06:58.00	-71.09954269		g	72.05408525	3.82E-07	1233394	0.467		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:07:13.00	-75.4993578		g	84.63786298	2.56E-07	1233395	0.667		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	Botswana	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:14:20.00	-80.21991908		g	43.85867098	3.77E-07	1233401	0.067		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	Botswana	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:14:35.00	255.2383539		g	19.72962002	4.36E-07	1233402	0.267		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	Botswana	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:14:50.00	-55.52115585		g	69.77784926	3.01E-07	1233403	0.467		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	Botswana	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:22:17:15:05.00	-56.73098623		g	75.82917291	1.77E-07	1233404	0.667		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:09:27:20.00	265.6175707		g	10.1635199	4.74E-05	1234089	0.667		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:09:32:48.00	-188.2518561		g	-25.27443843	2.28E-05	1234090	0.667		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:10:01:48.00	-77.54500186		g	-52.45021017	8.01E-05	1234102	0.667		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:10:08:19.00	45.62858351		g	14.86702284	0.000171518	1234103	0.667		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:13:12:34.00	264.3377183		g	10.47402252	3.65E-05	1234282	0.667		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:13:18:21.00	-181.5460946		g	-21.37949362	8.67E-06	1234291	0.667		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:13:24:19.00	-77.37276026		g	-54.13457958	4.48E-05	1234300	0.667		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:24:13:30:28.00	46.40183177		g	14.13628684	0.0001217	1234309	0.667		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:25:11:31:32.00	266.5951986		g	10.97214982	2.66E-05	1234750	0.667		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:25:11:36:43.00	-74.04677322		g	-53.77475105	2.90E-05	1234751	0.667		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:25:11:42:52.00	47.69671075		g	13.12295425	8.39E-05	1234760	0.667		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:13:32:05.00	-180.3237621		g	-12.94758243	4.73E-06	1234809	0.067		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:13:38:33.00	187.3900309		g	0.711865738	2.57E-06	1234818	0.067		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:13:44:40.00	200.2877938		g	23.00317294	1.59E-06	1234824	0.067		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:13:50:54.00	213.0828656		g	38.89129951	1.32E-06	1234831	0.067		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:13:57:17.00	229.1502777		g	50.27316941	1.21E-06	1234836	0.067		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:03:50.00	239.7437111		g	54.8542453	1.11E-06	1234843	0.067		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:10:41.00	248.2844804		g	57.06979621	8.98E-07	1234849	0.067		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:17:49.00	246.665826		g	54.92104871	6.76E-07	1234854	0.067		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	Botswana	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:25:26.00	245.6281946		g	53.61012759	4.26E-07	1234860	0.067		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:51:19.00	258.5652017		g	10.77859106	1.94E-05	1234869	0.067		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:51:34.00	-78.34801998		g	-53.55617282	1.98E-05	1234870	0.267		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:57:26.00	258.7007001		g	11.18290992	1.53E-05	1234874	0.067		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:14:57:41.00	-77.76008691		g	-53.03578026	1.46E-05	1234875	0.267		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:03:40.00	258.850949		g	11.6229038	1.20E-05	1234880	0.067		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:03:55.00	-77.07979679		g	-52.40202854	1.10E-05	1234881	0.267		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:10:04.00	259.0557182		g	12.13161421	9.00E-06	1234885	0.067		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:10:19.00	-76.65523361		g	-51.03222009	7.65E-06	1234886	0.267		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:16:37.00	259.4059998		g	12.6222198	6.58E-06	1234891	0.067		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:16:52.00	-75.8224986		g	-48.66279866	5.06E-06	1234892	0.267		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:23:29.00	259.9411986		g	13.43252292	3.96E-06	1234897	0.067		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:23:44.00	-78.28055332		g	-43.64825885	2.18E-06	1234898	0.267		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:30:39.00	260.2858681		g	13.39733598	2.39E-06	1234902	0.067		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:30:54.00	-77.91369283		g	-33.33875304	8.89E-07	1234903	0.267		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	Botswana	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:38:17.00	260.6372282		g	16.50204536	1.24E-06	1234907	0.067		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	Botswana	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:25:15:38:33.00	265.1926524		g	-2.642564655	2.35E-07	1234908	0.267		u					0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:29:09:38:54.00	48.13100969		g	14.32042061	6.26E-05	1236126	0.267		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:29:09:55:02.00	49.05240653		g	13.9494682	4.21E-05	1236128	0.267		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:29:15:08:33.00	48.45733117		g	14.49486183	3.01E-05	1236285	0.267		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z			2013:04:29:15:27:48.00	49.38155785		g	14.67283189	2.08E-05	1236303	0.267		u					0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:30:09:08:29.00	43.27999323		g	13.80547939	1.57E-05	1236362	0.067		u					0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:30:09:15:01.00	44.25652133		g	14.17348263	9.38E-06	1236364	0.067		u					0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:30:09:21:51.00	44.32655573		g	15.69830476	5.31E-06	1236366	0.067		u					0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	Botswana	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:30:09:29:10.00	43.95171797		g	18.39454223	2.32E-06	1236368	0.067		u					0.17		
This study	Botswana 2012	Lentsweletau Sill	PW20-1	Botswana	PW20-1a	"PW20-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO			2013:02:28:16:01:37.00	-79.72736194		g	-28.49508729	2.58E-05	1175139			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-2	Botswana	PW20-2a	"PW20-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO			2013:02:28:16:09:41.00	203.899914		g	18.63074993	0.0001459	1175140			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-3	Botswana	PW20-3a	"PW20-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO			2013:02:28:16:19:45.00	2.454187919		g	-85.5815612	2.60E-05	1175149			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-4	Botswana	PW20-4a	"PW20-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO			2013:02:28:16:27:53.00	-197.061187		g	26.82575927	7.13E-05	1175158			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-5	Botswana	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO			2013:03:05:10:20:41.00	-196.5944097		g	75.56128579	3.46E-05	1177816			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-6	Botswana	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO			2013:03:05:10:28:20.00	209.5657023		g	50.68380092	1.75E-05	1177819			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-7	Botswana	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO			2013:03:05:10:35:06.00	-10.575668		g	-63.82021146	6.17E-06	1177820			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-8	Botswana	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM	LT-NO			2013:03:05:10:41:06.00	-182.015856		g	-73.1187144	2.23E-06	1177821			u							
This study	Botswana 2012	Lentsweletau Sill	PW20-1	Botswana	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:07:52.00	-83.26929234		g	-22.93466121	1.04E-05	1220970	0.067		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-3	Botswana	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:08:20.00	41.85923388		g	-77.11567375	1.05E-05	1220972	0.467		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-4	Botswana	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:08:34.00	-203.3373416		g	26.31127506	4.21E-05	1220973	0.667		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-5	Botswana	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:08:48.00	-208.4386842		g	74.8660047	1.67E-05	1220974	0.867		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-6	Botswana	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:09:02.00	207.5720472		g	58.80337255	9.08E-06	1220975	1.067		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-7	Botswana	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:09:16.00	13.97908508		g	-72.4698163	1.85E-06	1220976	1.267		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-8	Botswana	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:01:10:09:30.00	-223.0664412		g	-63.31434141	8.95E-07	1220977	1.467		u							77
This study	Botswana 2012	Lentsweletau Sill	PW20-1	Botswana	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:21:43.00	-83.30402633		g	-22.9103457	1.04E-05	1220978	0.067		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-3	Botswana	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:22:13.00	42.66737655		g	-77.19526108	1.05E-05	1220980	0.467		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-4	Botswana	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:22:28.00	-203.365005		g	26.3741828	4.21E-05	1220981	0.667		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-5	Botswana	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:22:43.00	-208.4688001		g	74.8766466	1.67E-05	1220982	0.867		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-6	Botswana	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:22:58.00	207.4053402		g	59.05295761	9.10E-06	1220983	1.067		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-7	Botswana	PW20-7a	"PW20-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:23:13.00	14.52548461		g	-72.77112154	1.85E-06	1220984	1.267		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-8	Botswana	PW20-8a	"PW20-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:23:28.00	-223.5133784		g	-63.10170748	8.97E-07	1220985	1.467		u					0.001		
This study	Botswana 2012	Lentsweletau Sill	PW20-1	Botswana	PW20-1a	"PW20-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:43:15.00	-83.30832631		g	-22.86798164	1.04E-05	1220986	0.067		u					0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-3	Botswana	PW20-3a	"PW20-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:43:45.00	43.13469305		g	-77.23761871	1.05E-05	1220988	0.467		u					0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-4	Botswana	PW20-4a	"PW20-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:44:00.00	-203.4069038		g	26.49334395	4.21E-05	1220989	0.667		u					0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-5	Botswana	PW20-5a	"PW20-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:44:15.00	-208.4259593		g	74.91173039	1.67E-05	1220990	0.867		u					0.0015		
This study	Botswana 2012	Lentsweletau Sill	PW20-6	Botswana	PW20-6a	"PW20-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:01:10:44:30.00	207.4364633		g	59.23127735	9.11E-06	1220991	1.067		u					0.0015		
