tab 	magic_measurements																										
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_positions	measurement_standard	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5b	PW10-5b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	2014:06:24:16:09:04	342.5		g	34.2	7.46E-07	18		1		273	1.61E-08	4.30E-08	4.67E-09	0	0	838
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5b	PW10-5b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	2014:07:01:12:04:13	347.1		g	34.3	5.43E-07	19		1		273	6.97E-09	2.56E-08	3.68E-09	0	0	841
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5b	PW10-5b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	2014:07:02:16:30:30	347.1		g	31.6	2.82E-07	20		1		273	4.25E-09	1.98E-08	1.78E-09	0	0	844
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5b	PW10-5b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:07:07:18:26:56	340.7		g	37.2	2.37E-07	21		1		273	2.58E-09	8.67E-09	1.48E-09	0	0	847
This study	Botswana 2012	Rapitsane Sill	PW10-5	Botswana	PW10-5b	PW10-5b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.4	2014:07:09:17:19:43	340.6		g	29.5	1.19E-07	22		1		273	3.15E-09	8.69E-09	6.71E-10	0	0	850
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	2014:02:25:17:06:12	134.2		g	39.1	3.01E-06	1		2		273	1.05E-08	8.29E-09	5.04E-09	0	0	273
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.6	2014:03:04:18:40:16	108.1		g	75.3	1.03E-06	2		1		273	8.97E-09	6.53E-09	5.12E-09	0	0	323
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	2014:03:11:17:51:03	105.5		g	76.4	1.01E-06	3		1		273	1.29E-08	7.17E-09	4.32E-09	0	0	373
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.5	2014:03:17:14:35:59	98.1		g	78.4	9.97E-07	4		1		273	4.55E-09	6.75E-09	3.02E-09	0	0	423
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1	2014:03:28:14:31:59	93.1		g	79.7	9.78E-07	5		1		273	1.68E-08	5.92E-09	3.11E-09	0	0	473
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1	2014:04:01:18:15:56	87.8		g	81.2	9.39E-07	6		1		273	1.60E-08	4.42E-09	2.83E-09	0	0	523
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.9	2014:04:09:11:49:40	68		g	81.9	9.16E-07	7		1		273	1.43E-08	3.67E-09	3.30E-09	0	0	573
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.9	2014:04:18:14:11:25	32.7		g	82	8.96E-07	8		1		273	1.44E-08	3.47E-09	2.23E-09	0	0	623
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	2014:04:25:13:37:04	4.5		g	79.9	8.59E-07	9		1		273	1.76E-08	3.44E-09	2.91E-09	0	0	673
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	2014:04:29:18:56:28	352.2		g	77.4	8.44E-07	10		1		273	1.68E-08	4.83E-09	3.37E-09	0	0	698
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	2014:05:02:12:23:11	345.5		g	74.3	8.34E-07	11		1		273	1.67E-08	6.47E-09	3.49E-09	0	0	723
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:05:05:12:26:25	340.5		g	69.8	8.16E-07	12		1		273	2.01E-08	1.44E-08	4.45E-09	0	0	748
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	2014:05:07:10:53:54	333.3		g	65.3	7.85E-07	13		1		273	1.96E-08	7.56E-09	3.68E-09	0	0	773
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:05:15:21:54:46	328.9		g	61	7.37E-07	14		1		273	1.90E-08	1.10E-08	5.04E-09	0	0	793
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.9	2014:06:03:13:25:54	329.9		g	58.8	6.82E-07	15		1		273	9.10E-09	5.81E-09	4.75E-09	0	0	813
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	2014:06:10:15:41:30	326.1		g	52.3	6.10E-07	16		1		273	1.62E-09	1.23E-08	4.41E-09	0	0	823
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	2014:06:17:17:06:25	322		g	44.6	6.62E-07	17		1		273	2.30E-08	1.81E-08	5.34E-09	0	0	833
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	2014:06:24:16:10:33	319.3		g	38.5	7.01E-07	18		1		273	2.59E-08	2.51E-08	5.97E-09	0	0	838
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	2014:07:01:12:05:44	319.8		g	34.1	6.90E-07	19		1		273	1.66E-08	1.27E-08	6.25E-09	0	0	841
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2	2014:07:02:16:32:02	321.1		g	34.1	5.25E-07	20		1		273	1.28E-08	1.34E-08	4.06E-09	0	0	844
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:07:07:18:28:29	317.1		g	33.1	4.77E-07	21		1		273	1.82E-08	1.77E-08	3.90E-09	0	0	847
This study	Botswana 2012	Rapitsane Sill	PW10-6	Botswana	PW10-6b	PW10-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	2014:07:09:17:21:15	320.8		g	31.8	3.10E-07	22		1		273	5.95E-09	5.43E-09	2.50E-09	0	0	850
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	99.2	2014:03:04:13:47:13	122.8		g	-79.9	1.47E-05	1		3		273	1.07E-07	1.16E-07	3.80E-08	0	0	273
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1	2014:03:11:12:26:19	130.4		g	-68.3	8.27E-06	2		1		273	7.91E-08	1.15E-07	2.78E-08	0	0	323
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.6	2014:03:14:17:55:49	131.5		g	-67.6	8.26E-06	3		1		273	7.42E-08	5.90E-08	3.91E-08	0	0	373
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	2014:03:18:15:17:38	131.9		g	-67.2	8.20E-06	4		1		273	1.09E-07	1.46E-07	4.76E-08	0	0	423
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	2014:04:01:13:00:59	130.7		g	-66.8	8.15E-06	5		1		273	1.70E-07	1.43E-07	4.95E-08	0	0	473
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	2014:04:02:14:46:28	131.4		g	-66.5	8.03E-06	6		1		273	1.40E-07	1.73E-07	3.92E-08	0	0	523
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	2014:04:15:12:52:33	131.2		g	-65.8	7.89E-06	7		1		273	1.22E-07	1.27E-07	3.75E-08	0	0	573
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	2014:04:22:14:41:18	131.9		g	-65.1	7.74E-06	8		1		273	1.76E-07	1.19E-07	3.95E-08	0	0	623
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	2014:04:29:13:07:38	132.1		g	-63.9	7.53E-06	9		1		273	1.66E-07	1.41E-07	5.10E-08	0	0	673
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2	2014:04:30:16:02:18	134.9		g	-63.8	7.35E-06	10		1		273	1.68E-07	1.96E-07	2.48E-08	0	0	698
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:05:04:12:48:15	131.4		g	-62.9	7.25E-06	11		1		273	1.64E-07	1.36E-07	3.78E-08	0	0	723
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	2014:05:06:15:20:13	130.3		g	-62.1	7.13E-06	12		1		273	2.27E-07	1.87E-07	4.95E-08	0	0	748
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	2014:05:29:15:50:42	226.4		b	60.8	6.61E-06	13		1		273	1.42E-07	1.22E-07	3.44E-08	0	0	793
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2	2014:06:09:17:10:28	132.7		g	-59.7	6.29E-06	14		1		273	1.54E-07	1.52E-07	3.80E-08	0	0	813
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	2014:06:17:11:50:02	132.7		g	-59.2	6.08E-06	15		1		273	9.72E-08	1.04E-07	3.40E-08	0	0	823
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:06:24:17:44:02	133.7		g	-58.3	5.48E-06	16		1		273	1.44E-07	1.56E-07	3.40E-08	0	0	833
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:06:30:14:32:46	132.6		g	-58	5.35E-06	17		1		273	1.43E-07	1.44E-07	3.17E-08	0	0	836
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:07:02:11:49:30	132.7		g	-57.4	4.99E-06	18		1		273	1.01E-07	1.13E-07	3.30E-08	0	0	839
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	2014:07:07:13:20:10	132.8		g	-56.8	4.70E-06	19		1		273	6.98E-08	7.21E-08	3.05E-08	0	0	842
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:07:09:10:50:00	131.5		g	-52.8	1.26E-06	20		1		273	1.95E-08	3.10E-08	8.68E-09	0	0	845
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.9	2014:07:14:16:42:17	125.9		g	-52.5	1.00E-07	21		1		273	3.31E-09	1.05E-09	7.86E-10	0	0	848
This study	Botswana 2012	Masama 1 Sill	PW34-1	Botswana	PW34-1b	PW34-1b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	2014:08:04:16:57:41	137.4		g	-54.7	7.74E-08	22		1		273	2.07E-09	5.92E-10	8.10E-10	0	0	851
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	2014:03:04:13:48:54	61.6		g	-61.5	1.84E-05	1		2		273	5.90E-07	2.78E-07	7.16E-08	0	0	273
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	2014:03:11:12:27:49	61		g	-55.5	1.36E-05	2		1		273	5.17E-07	1.93E-07	6.55E-08	0	0	323
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	2014:03:14:17:57:25	62.4		g	-54.9	1.35E-05	3		1		273	8.50E-07	4.37E-07	9.06E-08	0	0	373
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:03:18:15:19:15	61.5		g	-53	1.30E-05	4		1		273	6.30E-07	3.24E-07	9.39E-08	0	0	423
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	2014:04:01:13:02:37	60.3		g	-52.5	1.27E-05	5		1		273	5.34E-07	2.24E-07	8.73E-08	0	0	473
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	2014:04:02:14:48:05	63.3		g	-52.9	1.20E-05	6		1		273	6.30E-07	2.76E-07	8.77E-08	0	0	523
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	2014:04:15:12:54:07	69.1		g	-55.2	1.05E-05	7		1		273	4.87E-07	1.37E-07	8.09E-08	0	0	573
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:04:22:14:42:48	67.8		g	-54.7	1.01E-05	8		1		273	3.83E-07	8.66E-08	7.15E-08	0	0	623
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3	2014:04:29:13:09:19	69.3		g	-53.5	9.70E-06	9		1		273	4.89E-07	1.38E-07	9.50E-08	0	0	673
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	2014:04:30:16:04:15	68.5		g	-53	9.38E-06	10		1		273	4.26E-07	1.10E-07	7.67E-08	0	0	698
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.4	2014:05:04:12:49:46	69.9		g	-52.4	9.19E-06	11		1		273	2.22E-07	4.33E-08	7.23E-08	0	0	723
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:05:06:15:21:53	69.8		g	-51.8	8.97E-06	12		1		273	4.75E-07	1.22E-07	8.23E-08	0	0	748
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	2014:05:29:15:52:26	69.4		g	-50.7	8.28E-06	13		1		273	3.42E-07	8.15E-08	6.59E-08	0	0	793
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	2014:06:09:17:12:27	70.3		g	-50	7.92E-06	14		1		273	4.37E-07	1.19E-07	6.27E-08	0	0	813
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:06:17:11:51:33	68.9		g	-49.6	7.65E-06	15		1		273	2.79E-07	7.58E-08	6.83E-08	0	0	823
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	2014:06:24:17:45:41	69.5		g	-49.3	7.17E-06	16		1		273	2.96E-07	6.86E-08	6.14E-08	0	0	833
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	2014:06:30:14:34:27	70.1		g	-49	6.86E-06	17		1		273	3.85E-07	1.05E-07	5.19E-08	0	0	836
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	2014:07:02:11:51:01	69.7		g	-48.3	6.52E-06	18		1		273	3.02E-07	6.95E-08	6.35E-08	0	0	839
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	2014:07:07:13:21:40	70.5		g	-48	6.29E-06	19		1		273	1.71E-07	3.68E-08	6.17E-08	0	0	842
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	2014:07:09:10:51:38	70.3		g	-46.1	4.61E-06	20		1		273	1.76E-07	3.02E-08	4.36E-08	0	0	845
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	2014:07:14:16:43:57	64.8		g	-38.5	9.78E-07	21		1		273	3.55E-08	1.61E-08	7.96E-09	0	0	848
This study	Botswana 2012	Masama 1 Sill	PW34-2	Botswana	PW34-2b	PW34-2b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:08:04:16:59:11	64.9		g	-38.5	9.12E-07	22		1		273	2.48E-08	1.10E-08	8.03E-09	0	0	851
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	2014:03:04:13:50:30	30.7		g	-59.3	2.25E-05	1		2		273	5.49E-07	4.61E-07	1.81E-07	0	0	273
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	2014:03:11:12:29:17	34		g	-54.2	1.54E-05	2		1		273	5.26E-07	2.91E-07	1.87E-07	0	0	323
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	2014:03:14:18:00:34	32.9		g	-53.9	1.53E-05	3		1		273	5.21E-07	3.57E-07	1.98E-07	0	0	373
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.8	2014:03:18:15:20:49	31.8		g	-53.8	1.52E-05	4		1		273	6.68E-07	7.42E-07	1.82E-07	0	0	423
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.4	2014:04:01:13:04:14	33.2		b	-53.5	1.50E-05	5		1		273	6.53E-07	6.05E-07	1.92E-07	0	0	473
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.4	2014:04:02:14:49:44	32.3		g	-53.3	1.48E-05	6		1		273	5.69E-07	6.49E-07	1.75E-07	0	0	523
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:04:15:12:55:37	31.3		g	-52.8	1.44E-05	7		1		273	5.92E-07	5.01E-07	1.90E-07	0	0	573
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:04:22:14:44:17	32.1		g	-52.3	1.41E-05	8		1		273	5.00E-07	5.52E-07	1.69E-07	0	0	623
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	2014:04:29:13:10:55	32.8		g	-51.6	1.36E-05	9		1		273	5.28E-07	4.89E-07	1.69E-07	0	0	673
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	2014:04:30:16:07:25	32.3		g	-51.2	1.33E-05	10		1		273	4.02E-07	3.86E-07	1.68E-07	0	0	698
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3	2014:05:04:12:51:14	30.8		g	-51	1.31E-05	11		1		273	5.05E-07	4.42E-07	1.72E-07	0	0	723
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.7	2014:05:06:15:23:29	32.4		g	-50.6	1.28E-05	12		1		273	5.66E-07	5.83E-07	1.70E-07	0	0	748
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	2014:05:29:15:54:07	31.1		g	-49.9	1.21E-05	13		1		273	4.07E-07	3.34E-07	1.60E-07	0	0	793
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	2014:06:09:17:14:19	33		g	-49.5	1.16E-05	14		1		273	4.32E-07	3.95E-07	1.27E-07	0	0	813
This study	Botswana 2012	Masama 1 Sill	PW34-3	Botswana	PW34-3b	PW34-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	2014:06:17:11:52:58	32.1		g	-49.3	1.13E-05	15		1		273	3.71E-07	3.43E-07	1.23E-07	0	0	823
