tab 	er_expeditions
expedition_description	expedition_start_lon	er_expedition_name	expedition_start_loc	expedition_start_lat	er_citation_names
sampling Umkondo sills in southern Botswana to complement the existing number of cooling units	25.86	Botswana 2012	"-24.6878,25.8622"	-24.6878	This study
>>>>>>>>>>
tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study:10.1029/2005JB003897	-25	25.00	Botswana	Region of Umkondo sills in southern Botswana	-22	27.50
>>>>>>>>>>
tab 	er_samples
sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_type	sample_azimuth	er_location_name	er_expedition_name	sample_lat	sample_dip	sample_bed_dip	sample_lon	sample_class
	This study	Botswana	Moijabana Sill	PW30-8	Intrusive	Botswana 2012	PW30-8b	Dolerite	Sill
	This study	Botswana	Moijabana Sill	PW30-9	Intrusive	Botswana 2012	PW30-9b	Dolerite	Sill
0.0051568	This study	Botswana	Mokgware Sill	PW31-10	Intrusive	Botswana 2012	PW31-10a	Dolerite	Sill
0.0056426	This study	Botswana	Mokgware Sill	PW31-11	Intrusive	Botswana 2012	PW31-11a	Dolerite	Sill
0.0059965	This study	Botswana	Mokgware Sill	PW31-12	Intrusive	Botswana 2012	PW31-12a	Dolerite	Sill
0.0054386	This study	Botswana	Mokgware Sill	PW31-13	Intrusive	Botswana 2012	PW31-13a	Dolerite	Sill
0.0053136	This study	Botswana	Mokgware Sill	PW31-14	Intrusive	Botswana 2012	PW31-14a	Dolerite	Sill
0.0053217	This study	Botswana	Mokgware Sill	PW31-15	Intrusive	Botswana 2012	PW31-15a	Dolerite	Sill
0.0058334	This study	Botswana	Mokgware Sill	PW31-16	Intrusive	Botswana 2012	PW31-16a	Dolerite	Sill
0.0057768	This study	Botswana	Mokgware Sill	PW31-17	Intrusive	Botswana 2012	PW31-17a	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-10	Intrusive	Botswana 2012	PW31-10b	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-11	Intrusive	Botswana 2012	PW31-11b	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-12	Intrusive	Botswana 2012	PW31-12b	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-13	Intrusive	Botswana 2012	PW31-13b	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-14	Intrusive	Botswana 2012	PW31-14b	Dolerite	Sill
	This study	Botswana	Mokgware Sill	PW31-15	Intrusive	Botswana 2012	PW31-15b	Dolerite	Sill
0.0059714	This study	Botswana	Sepatamorire Hill Sill	PW32-11	Intrusive	Botswana 2012	PW32-11a	Dolerite	Sill
0.0056457	This study	Botswana	Sepatamorire Hill Sill	PW32-13	Intrusive	Botswana 2012	PW32-13a	Dolerite	Sill
0.0042435	This study	Botswana	Sepatamorire Hill Sill	PW32-18	Intrusive	Botswana 2012	PW32-18a	Dolerite	Sill
0.0045749	This study	Botswana	Sepatamorire Hill Sill	PW32-21	Intrusive	Botswana 2012	PW32-21a	Dolerite	Sill
0.0057478	This study	Botswana	Sepatamorire Hill Sill	PW32-5	Intrusive	Botswana 2012	PW32-5a	Dolerite	Sill
0.0051033	This study	Botswana	Sepatamorire Hill Sill	PW32-6	Intrusive	Botswana 2012	PW32-6a	Dolerite	Sill
0.0057601	This study	Botswana	Sepatamorire Hill Sill	PW32-7	Intrusive	Botswana 2012	PW32-7a	Dolerite	Sill
0.0057087	This study	Botswana	Sepatamorire Hill Sill	PW32-8	Intrusive	Botswana 2012	PW32-8a	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-11	Intrusive	Botswana 2012	PW32-11b	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-13	Intrusive	Botswana 2012	PW32-13b	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-5	Intrusive	Botswana 2012	PW32-5b	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-6	Intrusive	Botswana 2012	PW32-6b	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-7	Intrusive	Botswana 2012	PW32-7b	Dolerite	Sill
	This study	Botswana	Sepatamorire Hill Sill	PW32-8	Intrusive	Botswana 2012	PW32-8b	Dolerite	Sill
0.0043603	This study	Botswana	Palapye Dike	PW33-2	Intrusive	Botswana 2012	PW33-2a	Dolerite	Diabase
0.0045904	This study	Botswana	Palapye Dike	PW33-3	Intrusive	Botswana 2012	PW33-3a	Dolerite	Diabase
0.0056727	This study	Botswana	Palapye Dike	PW33-4	Intrusive	Botswana 2012	PW33-4a	Dolerite	Diabase
0.0048951	This study	Botswana	Palapye Dike	PW33-5	Intrusive	Botswana 2012	PW33-5a	Dolerite	Diabase
0.0051606	This study	Botswana	Palapye Dike	PW33-6	Intrusive	Botswana 2012	PW33-6a	Dolerite	Diabase
0.0046731	This study	Botswana	Palapye Dike	PW33-7	Intrusive	Botswana 2012	PW33-7a	Dolerite	Diabase
0.0054567	This study	Botswana	Palapye Dike	PW33-8	Intrusive	Botswana 2012	PW33-8a	Dolerite	Diabase
0.0050199	This study	Botswana	Masama 1 Sill	PW34-1	Intrusive	Botswana 2012	PW34-1a	Dolerite	Sill
0.0058633	This study	Botswana	Masama 1 Sill	PW34-2	Intrusive	Botswana 2012	PW34-2a	Dolerite	Sill
0.005137	This study	Botswana	Masama 1 Sill	PW34-3	Intrusive	Botswana 2012	PW34-3a	Dolerite	Sill
0.0058086	This study	Botswana	Masama 1 Sill	PW34-5	Intrusive	Botswana 2012	PW34-5a	Dolerite	Sill
0.0052536	This study	Botswana	Masama 1 Sill	PW34-6	Intrusive	Botswana 2012	PW34-6a	Dolerite	Sill
0.0049071	This study	Botswana	Masama 1 Sill	PW34-7	Intrusive	Botswana 2012	PW34-7a	Dolerite	Sill
0.0055429	This study	Botswana	Masama 1 Sill	PW34-8	Intrusive	Botswana 2012	PW34-8a	Dolerite	Sill
0.0054714	This study	Botswana	Masama 1 Sill	PW34-9	Intrusive	Botswana 2012	PW34-9a	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-1	Intrusive	Botswana 2012	PW34-1b	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-2	Intrusive	Botswana 2012	PW34-2b	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-3	Intrusive	Botswana 2012	PW34-3b	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-5	Intrusive	Botswana 2012	PW34-5b	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-6	Intrusive	Botswana 2012	PW34-6b	Dolerite	Sill
	This study	Botswana	Masama 1 Sill	PW34-7	Intrusive	Botswana 2012	PW34-7b	Dolerite	Sill
0.0046242	This study	Botswana	Masama 3 Sill	PW35-2	Intrusive	Botswana 2012	PW35-2a	Dolerite	Sill
0.0047605	This study	Botswana	Masama 3 Sill	PW35-3	Intrusive	Botswana 2012	PW35-3a	Dolerite	Sill
0.0048741	This study	Botswana	Masama 3 Sill	PW35-4	Intrusive	Botswana 2012	PW35-4a	Dolerite	Sill
0.0046178	This study	Botswana	Masama 3 Sill	PW35-6	Intrusive	Botswana 2012	PW35-6a	Dolerite	Sill
0.004572	This study	Botswana	Masama 3 Sill	PW35-8	Intrusive	Botswana 2012	PW35-8a	Dolerite	Sill
0.0047137	This study	Botswana	Masama 2 Sill	PW36-13	Intrusive	Botswana 2012	PW36-13a	Dolerite	Sill
0.0043669	This study	Botswana	Masama 2 Sill	PW36-14	Intrusive	Botswana 2012	PW36-14a	Dolerite	Sill
0.0046446	This study	Botswana	Masama 2 Sill	PW36-15	Intrusive	Botswana 2012	PW36-15a	Dolerite	Sill
0.0041156	This study	Botswana	Masama 2 Sill	PW36-1	Intrusive	Botswana 2012	PW36-1a	Dolerite	Sill
0.0047997	This study	Botswana	Masama 2 Sill	PW36-2	Intrusive	Botswana 2012	PW36-2a	Dolerite	Sill
0.0047038	This study	Botswana	Masama 2 Sill	PW36-3	Intrusive	Botswana 2012	PW36-3a	Dolerite	Sill
0.0041736	This study	Botswana	Masama 2 Sill	PW36-4	Intrusive	Botswana 2012	PW36-4a	Dolerite	Sill
0.0049059	This study	Botswana	Masama 2 Sill	PW36-5	Intrusive	Botswana 2012	PW36-5a	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-13	Intrusive	Botswana 2012	PW36-13b	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-1	Intrusive	Botswana 2012	PW36-1b	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-2	Intrusive	Botswana 2012	PW36-2b	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-3	Intrusive	Botswana 2012	PW36-3b	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-4	Intrusive	Botswana 2012	PW36-4b	Dolerite	Sill
	This study	Botswana	Masama 2 Sill	PW36-5	Intrusive	Botswana 2012	PW36-5b	Dolerite	Sill
0.0041542	This study	Botswana	Masama 3 Sill	PW37-10	Intrusive	Botswana 2012	PW37-10a	Dolerite	Sill
0.0043889	This study	Botswana	Masama 3 Sill	PW37-1	Intrusive	Botswana 2012	PW37-1a	Dolerite	Sill
0.0050407	This study	Botswana	Masama 3 Sill	PW37-2	Intrusive	Botswana 2012	PW37-2a	Dolerite	Sill
0.004893	This study	Botswana	Masama 3 Sill	PW37-3	Intrusive	Botswana 2012	PW37-3a	Dolerite	Sill
0.0050192	This study	Botswana	Masama 3 Sill	PW37-5	Intrusive	Botswana 2012	PW37-5a	Dolerite	Sill
0.0048517	This study	Botswana	Masama 3 Sill	PW37-6	Intrusive	Botswana 2012	PW37-6a	Dolerite	Sill
0.0044676	This study	Botswana	Masama 3 Sill	PW37-7	Intrusive	Botswana 2012	PW37-7a	Dolerite	Sill
0.0047564	This study	Botswana	Masama 3 Sill	PW37-9	Intrusive	Botswana 2012	PW37-9a	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-1	Intrusive	Botswana 2012	PW37-1b	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-2	Intrusive	Botswana 2012	PW37-2b	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-3	Intrusive	Botswana 2012	PW37-3b	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-5	Intrusive	Botswana 2012	PW37-5b	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-6	Intrusive	Botswana 2012	PW37-6b	Dolerite	Sill
	This study	Botswana	Masama 3 Sill	PW37-7	Intrusive	Botswana 2012	PW37-7b	Dolerite	Sill
0.0045789	This study	Botswana	Dibete Kop Sill	PW38-1	Intrusive	Botswana 2012	PW38-1a	Dolerite	Sill
0.0049165	This study	Botswana	Dibete Kop Sill	PW38-2	Intrusive	Botswana 2012	PW38-2a	Dolerite	Sill
0.0048489	This study	Botswana	Dibete Kop Sill	PW38-3	Intrusive	Botswana 2012	PW38-3a	Dolerite	Sill
0.0047677	This study	Botswana	Dibete Kop Sill	PW38-4	Intrusive	Botswana 2012	PW38-4a	Dolerite	Sill
0.0043941	This study	Botswana	Dibete Kop Sill	PW38-5	Intrusive	Botswana 2012	PW38-5a	Dolerite	Sill
0.0047917	This study	Botswana	Dibete Kop Sill	PW38-6	Intrusive	Botswana 2012	PW38-6a	Dolerite	Sill
0.0050764	This study	Botswana	Dibete Kop Sill	PW38-7	Intrusive	Botswana 2012	PW38-7a	Dolerite	Sill
0.0043949	This study	Botswana	Dibete Kop Sill	PW38-8	Intrusive	Botswana 2012	PW38-8a	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-1	Intrusive	Botswana 2012	PW38-1b	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-2	Intrusive	Botswana 2012	PW38-2b	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-3	Intrusive	Botswana 2012	PW38-3b	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-4	Intrusive	Botswana 2012	PW38-4b	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-5	Intrusive	Botswana 2012	PW38-5b	Dolerite	Sill
	This study	Botswana	Dibete Kop Sill	PW38-6	Intrusive	Botswana 2012	PW38-6b	Dolerite	Sill
0.0054108	This study	Botswana	Marseilles Hill Sill	PW39-10	Intrusive	Botswana 2012	PW39-10a	Dolerite	Sill
0.0050717	This study	Botswana	Marseilles Hill Sill	PW39-11	Intrusive	Botswana 2012	PW39-11a	Dolerite	Sill
0.0047905	This study	Botswana	Marseilles Hill Sill	PW39-1	Intrusive	Botswana 2012	PW39-1a	Dolerite	Sill
0.0047838	This study	Botswana	Marseilles Hill Sill	PW39-2	Intrusive	Botswana 2012	PW39-2a	Dolerite	Sill
0.0051704	This study	Botswana	Marseilles Hill Sill	PW39-5	Intrusive	Botswana 2012	PW39-5a	Dolerite	Sill
0.0054748	This study	Botswana	Marseilles Hill Sill	PW39-6	Intrusive	Botswana 2012	PW39-6a	Dolerite	Sill
0.0049348	This study	Botswana	Marseilles Hill Sill	PW39-7	Intrusive	Botswana 2012	PW39-7a	Dolerite	Sill
0.0056237	This study	Botswana	Marseilles Hill Sill	PW39-8	Intrusive	Botswana 2012	PW39-8a	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-1	Intrusive	Botswana 2012	PW39-1b	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-2	Intrusive	Botswana 2012	PW39-2b	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-5	Intrusive	Botswana 2012	PW39-5b	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-6	Intrusive	Botswana 2012	PW39-6b	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-7	Intrusive	Botswana 2012	PW39-7b	Dolerite	Sill
	This study	Botswana	Marseilles Hill Sill	PW39-8	Intrusive	Botswana 2012	PW39-8b	Dolerite	Sill
0.0043595	This study	Botswana	Ranku Hill Sill	PW4-10	Intrusive	Botswana 2012	PW4-10a	Dolerite	Sill
0.0052171	This study	Botswana	Ranku Hill Sill	PW4-1	Intrusive	Botswana 2012	PW4-1a	Dolerite	Sill
0.0045279	This study	Botswana	Ranku Hill Sill	PW4-2	Intrusive	Botswana 2012	PW4-2a	Dolerite	Sill
0.0049158	This study	Botswana	Ranku Hill Sill	PW4-3	Intrusive	Botswana 2012	PW4-3a	Dolerite	Sill
0.0050246	This study	Botswana	Ranku Hill Sill	PW4-4	Intrusive	Botswana 2012	PW4-4a	Dolerite	Sill
0.00445	This study	Botswana	Ranku Hill Sill	PW4-6	Intrusive	Botswana 2012	PW4-6a	Dolerite	Sill
0.0040809	This study	Botswana	Ranku Hill Sill	PW4-7	Intrusive	Botswana 2012	PW4-7a	Dolerite	Sill
0.0044292	This study	Botswana	Ranku Hill Sill	PW4-9	Intrusive	Botswana 2012	PW4-9a	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-1	Intrusive	Botswana 2012	PW4-1b	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-2	Intrusive	Botswana 2012	PW4-2b	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-3	Intrusive	Botswana 2012	PW4-3b	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-4	Intrusive	Botswana 2012	PW4-4b	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-6	Intrusive	Botswana 2012	PW4-6b	Dolerite	Sill
	This study	Botswana	Ranku Hill Sill	PW4-7	Intrusive	Botswana 2012	PW4-7b	Dolerite	Sill
0.0055832	This study	Botswana	Sepitswane Sill	PW40-10	Intrusive	Botswana 2012	PW40-10a	Dolerite	Sill
0.0053835	This study	Botswana	Sepitswane Sill	PW40-11	Intrusive	Botswana 2012	PW40-11a	Dolerite	Sill
0.0053048	This study	Botswana	Sepitswane Sill	PW40-12	Intrusive	Botswana 2012	PW40-12a	Dolerite	Sill
0.005675	This study	Botswana	Sepitswane Sill	PW40-13	Intrusive	Botswana 2012	PW40-13a	Dolerite	Sill
0.0052936	This study	Botswana	Sepitswane Sill	PW40-1	Intrusive	Botswana 2012	PW40-1a	Dolerite	Sill
0.0056968	This study	Botswana	Sepitswane Sill	PW40-2	Intrusive	Botswana 2012	PW40-2a	Dolerite	Sill
0.0050986	This study	Botswana	Sepitswane Sill	PW40-3	Intrusive	Botswana 2012	PW40-3a	Dolerite	Sill
0.0055	This study	Botswana	Sepitswane Sill	PW40-4	Intrusive	Botswana 2012	PW40-4a	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-10	Intrusive	Botswana 2012	PW40-10b	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-11	Intrusive	Botswana 2012	PW40-11b	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-1	Intrusive	Botswana 2012	PW40-1b	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-2	Intrusive	Botswana 2012	PW40-2b	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-3	Intrusive	Botswana 2012	PW40-3b	Dolerite	Sill
	This study	Botswana	Sepitswane Sill	PW40-4	Intrusive	Botswana 2012	PW40-4b	Dolerite	Sill
0.0046677	This study	Botswana	Rasemong North Intrusion	PW5-1	Intrusive	Botswana 2012	PW5-1a	Dolerite	Sill
0.0036659	This study	Botswana	Rasemong North Intrusion	PW5-2	Intrusive	Botswana 2012	PW5-2a	Dolerite	Sill
0.0045391	This study	Botswana	Rasemong North Intrusion	PW5-4	Intrusive	Botswana 2012	PW5-4a	Dolerite	Sill
0.004887	This study	Botswana	Rasemong North Intrusion	PW5-5	Intrusive	Botswana 2012	PW5-5a	Dolerite	Sill
0.0039164	This study	Botswana	Rasemong North Intrusion	PW5-6	Intrusive	Botswana 2012	PW5-6a	Dolerite	Sill
0.005149	This study	Botswana	Rasemong North Intrusion	PW5-7	Intrusive	Botswana 2012	PW5-7a	Dolerite	Sill
0.0040882	This study	Botswana	Rasemong North Intrusion	PW5-8	Intrusive	Botswana 2012	PW5-8a	Dolerite	Sill
0.0039118	This study	Botswana	Rasemong North Intrusion	PW5-9	Intrusive	Botswana 2012	PW5-9a	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-1	Intrusive	Botswana 2012	PW5-1b	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-2	Intrusive	Botswana 2012	PW5-2b	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-4	Intrusive	Botswana 2012	PW5-4b	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-6	Intrusive	Botswana 2012	PW5-6b	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-7	Intrusive	Botswana 2012	PW5-7b	Dolerite	Sill
	This study	Botswana	Rasemong North Intrusion	PW5-8	Intrusive	Botswana 2012	PW5-8b	Dolerite	Sill
0.0050762	This study	Botswana	Metsemotlhaba River Sill	PW6-11	Intrusive	Botswana 2012	PW6-11a	Dolerite	Sill
0.0048771	This study	Botswana	Metsemotlhaba River Sill	PW6-12	Intrusive	Botswana 2012	PW6-12a	Dolerite	Sill
0.0046297	This study	Botswana	Metsemotlhaba River Sill	PW6-1	Intrusive	Botswana 2012	PW6-1a	Dolerite	Sill
0.004509	This study	Botswana	Metsemotlhaba River Sill	PW6-4	Intrusive	Botswana 2012	PW6-4a	Dolerite	Sill
0.0047796	This study	Botswana	Metsemotlhaba River Sill	PW6-5	Intrusive	Botswana 2012	PW6-5a	Dolerite	Sill
0.0046587	This study	Botswana	Metsemotlhaba River Sill	PW6-6	Intrusive	Botswana 2012	PW6-6a	Dolerite	Sill
0.0046112	This study	Botswana	Metsemotlhaba River Sill	PW6-7	Intrusive	Botswana 2012	PW6-7a	Dolerite	Sill
0.0046328	This study	Botswana	Metsemotlhaba River Sill	PW6-8	Intrusive	Botswana 2012	PW6-8a	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-1	Intrusive	Botswana 2012	PW6-1b	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-4	Intrusive	Botswana 2012	PW6-4b	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-5	Intrusive	Botswana 2012	PW6-5b	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-6	Intrusive	Botswana 2012	PW6-6b	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-7	Intrusive	Botswana 2012	PW6-7b	Dolerite	Sill
	This study	Botswana	Metsemotlhaba River Sill	PW6-8	Intrusive	Botswana 2012	PW6-8b	Dolerite	Sill
0.0053318	This study	Botswana	Mabogoapitse Hill Sill	PW7-10	Intrusive	Botswana 2012	PW7-10a	Dolerite	Sill
0.0056106	This study	Botswana	Mabogoapitse Hill Sill	PW7-11	Intrusive	Botswana 2012	PW7-11a	Dolerite	Sill
0.0049716	This study	Botswana	Mabogoapitse Hill Sill	PW7-12	Intrusive	Botswana 2012	PW7-12a	Dolerite	Sill
0.0045977	This study	Botswana	Mabogoapitse Hill Sill	PW7-1	Intrusive	Botswana 2012	PW7-1a	Dolerite	Sill
0.0053871	This study	Botswana	Mabogoapitse Hill Sill	PW7-2	Intrusive	Botswana 2012	PW7-2a	Dolerite	Sill
0.0043629	This study	Botswana	Mabogoapitse Hill Sill	PW7-3	Intrusive	Botswana 2012	PW7-3a	Dolerite	Sill
0.0044924	This study	Botswana	Mabogoapitse Hill Sill	PW7-5	Intrusive	Botswana 2012	PW7-5a	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-10	Intrusive	Botswana 2012	PW7-10b	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-1	Intrusive	Botswana 2012	PW7-1b	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-2	Intrusive	Botswana 2012	PW7-2b	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-3	Intrusive	Botswana 2012	PW7-3b	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-5	Intrusive	Botswana 2012	PW7-5b	Dolerite	Sill
	This study	Botswana	Mabogoapitse Hill Sill	PW7-7	Intrusive	Botswana 2012	PW7-7b	Dolerite	Sill
0.0049003	This study	Botswana	Mabogoapitse Hill Sill	PW8-10	Intrusive	Botswana 2012	PW8-10a	Dolerite	Sill
0.0053684	This study	Botswana	Mabogoapitse Hill Sill	PW8-11	Intrusive	Botswana 2012	PW8-11a	Dolerite	Sill
0.0058204	This study	Botswana	Mabogoapitse Hill Sill	PW8-12	Intrusive	Botswana 2012	PW8-12a	Dolerite	Sill
0.0051866	This study	Botswana	Mabogoapitse Hill Sill	PW8-13	Intrusive	Botswana 2012	PW8-13a	Dolerite	Sill
0.0055007	This study	Botswana	Mabogoapitse Hill Sill	PW8-1	Intrusive	Botswana 2012	PW8-1a	Dolerite	Sill
0.0055799	This study	Botswana	Mabogoapitse Hill Sill	PW8-2	Intrusive	Botswana 2012	PW8-2a	Dolerite	Sill
0.0051176	This study	Botswana	Mabogoapitse Hill Sill	PW8-4	Intrusive	Botswana 2012	PW8-4a	Dolerite	Sill
0.0057666	This study	Botswana	Mabogoapitse Hill Sill	PW8-5	Intrusive	Botswana 2012	PW8-5a	Dolerite	Sill
0.0052104	This study	Botswana	Semarule Hill Sill	PW9-10	Intrusive	Botswana 2012	PW9-10a	Dolerite	Sill
0.0051207	This study	Botswana	Semarule Hill Sill	PW9-11	Intrusive	Botswana 2012	PW9-11a	Dolerite	Sill
0.005994	This study	Botswana	Semarule Hill Sill	PW9-4	Intrusive	Botswana 2012	PW9-4a	Dolerite	Sill
0.0056765	This study	Botswana	Semarule Hill Sill	PW9-5	Intrusive	Botswana 2012	PW9-5a	Dolerite	Sill
0.0054492	This study	Botswana	Semarule Hill Sill	PW9-6	Intrusive	Botswana 2012	PW9-6a	Dolerite	Sill
0.0051674	This study	Botswana	Semarule Hill Sill	PW9-7	Intrusive	Botswana 2012	PW9-7a	Dolerite	Sill
0.0058981	This study	Botswana	Semarule Hill Sill	PW9-8	Intrusive	Botswana 2012	PW9-8a	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-4	Intrusive	Botswana 2012	PW9-4b	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-5	Intrusive	Botswana 2012	PW9-5b	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-6	Intrusive	Botswana 2012	PW9-6b	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-7	Intrusive	Botswana 2012	PW9-7b	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-8	Intrusive	Botswana 2012	PW9-8b	Dolerite	Sill
	This study	Botswana	Semarule Hill Sill	PW9-9	Intrusive	Botswana 2012	PW9-9b	Dolerite	Sill
>>>>>>>>>>
tab 	er_sites
er_citation_names	site_type	site_class	site_definition	er_site_name	er_location_name	site_description	er_expedition_name	site_lithology
This study	Sill	Intrusive	s	Kgale Peak Sill	Botswana	"PW1,PW2"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Rapitsane Sill	Botswana	PW10	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Suping Sill	Botswana	"PW11,PW12"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Gajong Donut Sill	Botswana	PW13	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mogatelwane 1 Sill	Botswana	PW14	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mogatelwane 2 Sill	Botswana	"PW15,PW16,PW17"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Molepolole Prison Quarry Sill	Botswana	"PW18,PW19"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Lentsweletau Sill	Botswana	PW20	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 1 Sill	Botswana	"PW21,PW22"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 5 Sill	Botswana	PW23	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 4 Sill	Botswana	PW24	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 6 Sill	Botswana	PW25	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 3 Sill	Botswana	PW26	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mosolotsane 2 Sill	Botswana	PW27	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Shoshong Sill	Botswana	PW28	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Phage Sill	Botswana	PW29	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Manyana Sill	Botswana	PW3	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Moijabana Sill	Botswana	PW30	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Mokgware Sill	Botswana	PW31	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Sepatamorire Hill Sill	Botswana	PW32	Botswana 2012	Dolerite
This study	Diabase	Intrusive	s	Palapye Dike	Botswana	PW33	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Masama 1 Sill	Botswana	PW34	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Masama 3 Sill	Botswana	"PW35,PW37"	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Masama 2 Sill	Botswana	PW36	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Dibete Kop Sill	Botswana	PW38	Botswana 2012	Dolerite
This study	Sill	Intrusive	s	Marseilles Hill Sill	Botswana	PW39	Botswana 2012	Dolerite
