tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-1	PW16	PW16-1a	"PW16-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:14:22:12.00	42.71613763	g	-3.323634842	0.000247591	1175113		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-2	PW16	PW16-2a	"PW16-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:14:34:01.00	9.707659763	g	-20.60020959	9.60E-05	1175114		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-3	PW16	PW16-3a	"PW16-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:14:47:58.00	-17.11831283	g	-20.77618965	0.000385094	1175115		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-4	PW16	PW16-4a	"PW16-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:14:57:02.00	-84.02419007	g	-31.53622242	9.83E-05	1175116		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-5	PW16	PW16-5a	"PW16-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:15:08:22.00	-88.97345989	g	-44.6057134	8.07E-05	1175117		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-6	PW16	PW16-6a	"PW16-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:15:17:23.00	-37.47389806	g	-15.41520919	2.63E-05	1175118		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-7	PW16	PW16-7a	"PW16-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:28:15:26:18.00	53.97873313	g	32.59673541	3.18E-05	1175119		u				
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-1	PW16	PW16-1a	"PW16-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:15:51:44.00	39.49414872	g	-3.927626774	0.000115812	1217328		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-2	PW16	PW16-2a	"PW16-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:01:07.00	5.410968151	g	-21.68335342	4.30E-05	1217353		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-3	PW16	PW16-3a	"PW16-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:09:06.00	-20.390474	g	-21.5626614	0.000174365	1217378		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-4	PW16	PW16-4a	"PW16-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:16:46.00	-86.66018966	g	-32.12365918	5.57E-05	1217403		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-5	PW16	PW16-5a	"PW16-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:25:40.00	266.058743	g	-45.3977018	3.14E-05	1217436		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-6	PW16	PW16-6a	"PW16-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:34:48.00	-42.36017317	g	-13.42387323	1.22E-05	1217461		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-7	PW16	PW16-7a	"PW16-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:26:16:43:14.00	-67.60921236	g	-33.38605205	8.75E-06	1217494		u				77
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-1	PW16	PW16-1a	"PW16-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:09:59:37.00	43.29279414	g	-3.851622021	0.000113926	1222195		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-2	PW16	PW16-2a	"PW16-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:10:07:41.00	10.24578679	g	-20.70823876	4.24E-05	1222212		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-3	PW16	PW16-3a	"PW16-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:10:15:19.00	-18.20804369	g	-21.28644757	0.000170881	1222221		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-4	PW16	PW16-4a	"PW16-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:10:27:10.00	-86.79635871	g	-30.84166486	5.17E-05	1222238		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-5	PW16	PW16-5a	"PW16-5a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:10:40:31.00	269.5235064	g	-45.6408019	2.90E-05	1222247		u		0.005		
This study	Botswana 2012	Mogatelwane 2 Sill	PW16-6	PW16	PW16-6a	"PW16-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:04:10:47:52.00	-39.58346404	g	-13.11028282	1.02E-05	1222256		u		0.005		
