tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Rasemong North Intrusion	PW5-1	PW5	PW5-1a	"PW5-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:06:04.00	-257.5336779	g	-18.91062357	1.36E-06	1174127	0.067	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-2	PW5	PW5-2a	"PW5-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:06:18.00	-265.1901858	g	-21.12501962	1.20E-06	1174128	0.267	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-4	PW5	PW5-4a	"PW5-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:06:32.00	-248.5308918	g	-28.39464266	1.76E-06	1174129	0.467	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-5	PW5	PW5-5a	"PW5-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:06:46.00	-48.31083315	g	-18.55469437	2.02E-06	1174130	0.667	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-6	PW5	PW5-6a	"PW5-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:07:00.00	-67.00199804	g	-14.27625737	5.96E-07	1174131	0.867	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-7	PW5	PW5-7a	"PW5-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:07:14.00	-244.4069133	g	-41.86511629	2.24E-06	1174132	1.067	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-8	PW5	PW5-8a	"PW5-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:07:28.00	-234.513275	g	-44.86205116	1.80E-06	1174133	1.267	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-9	PW5	PW5-9a	"PW5-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:11:07:42.00	50.08912403	g	2.257157676	2.20E-06	1174134	1.467	u				
This study	Botswana 2012	Rasemong North Intrusion	PW5-1	PW5	PW5-1a	"PW5-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:14:59.00	-258.3779355	g	-17.86628204	1.40E-06	1174198	0.067	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-2	PW5	PW5-2a	"PW5-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:15:13.00	-265.9453037	g	-20.25919189	1.21E-06	1174199	0.267	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-4	PW5	PW5-4a	"PW5-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:15:27.00	-250.8364965	g	-27.03433029	1.81E-06	1174200	0.467	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-5	PW5	PW5-5a	"PW5-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:15:41.00	-50.88649069	g	-17.59361938	2.08E-06	1174201	0.667	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-6	PW5	PW5-6a	"PW5-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:15:55.00	-73.18168372	g	-13.18862851	6.35E-07	1174202	0.867	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-7	PW5	PW5-7a	"PW5-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:16:09.00	-231.7125588	g	-32.88842369	2.46E-06	1174203	1.067	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-8	PW5	PW5-8a	"PW5-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:16:23.00	-235.9455146	g	-44.72445204	1.79E-06	1174204	1.267	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-9	PW5	PW5-9a	"PW5-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:02:26:16:16:37.00	51.42861248	g	3.639813553	2.18E-06	1174205	1.467	u				77
This study	Botswana 2012	Rasemong North Intrusion	PW5-1	PW5	PW5-1a	"PW5-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:30:30.00	-258.40748	g	-17.82618869	1.40E-06	1174208	0.067	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-2	PW5	PW5-2a	"PW5-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:30:45.00	-265.9089955	g	-20.26202752	1.21E-06	1174209	0.267	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-4	PW5	PW5-4a	"PW5-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:31:00.00	-250.8062152	g	-26.94536183	1.81E-06	1174210	0.467	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-5	PW5	PW5-5a	"PW5-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:31:16.00	-50.9042195	g	-17.75856362	2.08E-06	1174211	0.667	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-6	PW5	PW5-6a	"PW5-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:31:31.00	-73.11954896	g	-13.13554355	6.36E-07	1174212	0.867	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-7	PW5	PW5-7a	"PW5-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:31:46.00	-231.87346	g	-32.95086897	2.46E-06	1174213	1.067	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-8	PW5	PW5-8a	"PW5-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:32:01.00	-235.9359716	g	-44.70899546	1.79E-06	1174214	1.267	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-9	PW5	PW5-9a	"PW5-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:32:16.00	51.40800922	g	3.651160333	2.18E-06	1174215	1.467	u		0.001		
This study	Botswana 2012	Rasemong North Intrusion	PW5-1	PW5	PW5-1a	"PW5-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:35:45.00	-258.4338756	g	-17.83770899	1.40E-06	1174216	0.067	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-2	PW5	PW5-2a	"PW5-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:36:00.00	-265.9171597	g	-20.2909091	1.21E-06	1174217	0.267	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-4	PW5	PW5-4a	"PW5-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:36:16.00	-250.825034	g	-26.9227827	1.81E-06	1174218	0.467	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-5	PW5	PW5-5a	"PW5-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:36:31.00	-50.98307814	g	-17.72867877	2.08E-06	1174219	0.667	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-6	PW5	PW5-6a	"PW5-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:36:46.00	-73.23254761	g	-13.08165728	6.36E-07	1174220	0.867	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-7	PW5	PW5-7a	"PW5-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:37:01.00	-232.0657512	g	-33.1049436	2.45E-06	1174221	1.067	u		0.0015		
This study	Botswana 2012	Rasemong North Intrusion	PW5-8	PW5	PW5-8a	"PW5-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:02:26:16:37:16.00	-235.9303669	g	-44.68603379	1.78E-06	1174222	1.267	u		0.0015		
