tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Rapitsane Sill	PW10-1	PW10	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:46:38.00	-10.07006585	g	-61.74264026	3.04E-06	1204923	0.067	u				
This study	Botswana 2012	Rapitsane Sill	PW10-2	PW10	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:46:52.00	72.66841212	g	-60.13564898	4.99E-06	1204924	0.267	u				
This study	Botswana 2012	Rapitsane Sill	PW10-3	PW10	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:47:07.00	-250.7905283	g	-32.01874058	9.60E-06	1204925	0.467	u				
This study	Botswana 2012	Rapitsane Sill	PW10-4	PW10	PW10-4a	"PW10-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:47:21.00	-210.8652345	g	10.0315951	1.24E-05	1204926	0.667	u				
This study	Botswana 2012	Rapitsane Sill	PW10-5	PW10	PW10-5a	"PW10-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:47:35.00	-220.1469931	g	20.94149731	1.08E-05	1204927	0.867	u				
This study	Botswana 2012	Rapitsane Sill	PW10-6	PW10	PW10-6a	"PW10-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:47:49.00	-228.8030118	g	17.37943312	6.00E-06	1204928	1.067	u				
This study	Botswana 2012	Rapitsane Sill	PW10-7	PW10	PW10-7a	"PW10-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:48:03.00	-228.7225102	g	49.44251432	5.98E-06	1204929	1.267	u				
This study	Botswana 2012	Rapitsane Sill	PW10-8	PW10	PW10-8a	"PW10-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:10:48:18.00	-232.1853002	g	41.85615778	1.51E-06	1204930	1.467	u				
This study	Botswana 2012	Rapitsane Sill	PW10-1	PW10	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:55:48.00	-41.23116772	g	-29.36328265	1.87E-06	1205607	0.067	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-2	PW10	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:56:02.00	-23.09790545	g	-45.14358366	1.27E-06	1205608	0.267	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-3	PW10	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:56:16.00	-263.7291356	g	-32.10358192	3.99E-06	1205609	0.467	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-4	PW10	PW10-4a	"PW10-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:56:30.00	-221.5111307	g	19.49008091	2.51E-06	1205610	0.667	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-5	PW10	PW10-5a	"PW10-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:56:44.00	-243.1279535	g	51.3574074	1.63E-06	1205611	0.867	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-6	PW10	PW10-6a	"PW10-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:56:58.00	-251.291199	g	67.62049429	1.20E-06	1205612	1.067	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-7	PW10	PW10-7a	"PW10-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:57:12.00	-28.88044307	g	65.09855321	1.96E-06	1205613	1.267	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-8	PW10	PW10-8a	"PW10-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:03:13:15:57:26.00	-241.4832774	g	-0.261758786	1.25E-06	1205614	1.467	u				77
This study	Botswana 2012	Rapitsane Sill	PW10-1	PW10	PW10-1a	"PW10-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:13:16:08:44.00	-41.58318183	g	-28.8009655	1.89E-06	1205616	0.067	u		0.001		
This study	Botswana 2012	Rapitsane Sill	PW10-2	PW10	PW10-2a	"PW10-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:13:16:08:59.00	-24.58573476	g	-43.93670848	1.28E-06	1205617	0.267	u		0.001		
This study	Botswana 2012	Rapitsane Sill	PW10-3	PW10	PW10-3a	"PW10-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:03:13:16:09:14.00	-264.0131288	g	-32.099349	3.97E-06	1205618	0.467	u		0.001		
