tab 	er_samples											
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_description	sample_dip	sample_elevation	sample_lat	sample_lon
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-10	PW23	285.5	10	262.86	pmag core	-22		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-11	PW23	29.9	10	262.86	pmag core	-24		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-12	PW23	23	10	262.86	pmag core	-26		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-13	PW23	20.3	10	262.86	pmag core	-25		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-14	PW23	99.6	10	262.86	pmag core	-26		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-1	PW23	48.6	10	262.86	pmag core	-25		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-2	PW23	191.1	10	262.86	pmag core	-29		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-3	PW23	260.7	10	262.86	pmag core	-25		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-4	PW23	283.3	10	262.86	pmag core	-17		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-5	PW23	245.6	10	262.86	pmag core	-35		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-6	PW23	301.2	10	262.86	pmag core	-32		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-7	PW23	305.8	10	262.86	pmag core	-34		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-8	PW23	275.2	10	262.86	pmag core	-37		-22.9034	26.371
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-9	PW23	270.7	10	262.86	pmag core	-29		-22.9034	26.371
