tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-1	PW23	PW23-1a	"PW23-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:20:42.00	194.7255664	g	-53.09473249	5.82E-08	1204989	0.067	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-2	PW23	PW23-2a	"PW23-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:20:56.00	197.6002604	g	-24.34246453	2.81E-07	1204990	0.267	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-3	PW23	PW23-3a	"PW23-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:21:10.00	-9.80971989	g	1.230816381	3.65E-07	1204991	0.467	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-4	PW23	PW23-4a	"PW23-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:21:24.00	254.1461714	g	53.67023799	7.58E-08	1204992	0.667	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-5	PW23	PW23-5a	"PW23-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:21:38.00	267.5509907	g	-13.83513062	7.42E-07	1204993	0.867	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-7	PW23	PW23-7a	"PW23-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:21:52.00	264.4476295	g	-69.58088775	2.05E-07	1204994	1.067	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-8	PW23	PW23-8a	"PW23-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:22:06.00	244.9976647	g	-62.83041927	3.67E-07	1204995	1.267	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-10	PW23	PW23-10a	"PW23-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:03:12:14:22:20.00	196.5753678	g	-63.13302957	3.09E-07	1204996	1.467	u				
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-1	PW23	PW23-1a	"PW23-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:31:09.00	191.2854655	g	-56.94535457	4.76E-08	1221547	0.067	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-2	PW23	PW23-2a	"PW23-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:31:24.00	201.6184401	g	-30.32989558	1.86E-07	1221548	0.267	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-3	PW23	PW23-3a	"PW23-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:31:38.00	-12.96304629	g	5.434756705	2.29E-07	1221549	0.467	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-4	PW23	PW23-4a	"PW23-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:31:52.00	251.9817451	g	48.16172418	5.94E-08	1221550	0.667	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-5	PW23	PW23-5a	"PW23-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:32:06.00	268.7476034	g	-14.27189467	5.87E-07	1221551	0.867	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-7	PW23	PW23-7a	"PW23-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:32:20.00	260.682201	g	-60.13626921	1.19E-07	1221552	1.067	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-8	PW23	PW23-8a	"PW23-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:32:35.00	262.1837018	g	-53.56734876	1.97E-07	1221553	1.267	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-10	PW23	PW23-10a	"PW23-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:02:17:32:49.00	207.2767787	g	-63.07418163	1.83E-07	1221554	1.467	u				77
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-1	PW23	PW23-1a	"PW23-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:52:04.00	191.2615216	g	-57.09973011	4.75E-08	1221555	0.067	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-2	PW23	PW23-2a	"PW23-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:52:19.00	201.8362815	g	-30.54129986	1.86E-07	1221556	0.267	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-3	PW23	PW23-3a	"PW23-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:52:34.00	-13.15852689	g	5.445884749	2.27E-07	1221557	0.467	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-4	PW23	PW23-4a	"PW23-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:52:50.00	251.8830739	g	47.96561939	5.93E-08	1221558	0.667	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-5	PW23	PW23-5a	"PW23-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:53:05.00	268.7834743	g	-14.25320549	5.88E-07	1221559	0.867	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-7	PW23	PW23-7a	"PW23-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:53:20.00	260.8996492	g	-60.02300139	1.19E-07	1221560	1.067	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-8	PW23	PW23-8a	"PW23-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:53:35.00	262.3133349	g	-53.50879096	1.97E-07	1221561	1.267	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-10	PW23	PW23-10a	"PW23-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:53:51.00	207.5930177	g	-63.10232503	1.83E-07	1221562	1.467	u		0.001		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-1	PW23	PW23-1a	"PW23-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:57:23.00	191.2242705	g	-57.05534428	4.76E-08	1221563	0.067	u		0.0015		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-2	PW23	PW23-2a	"PW23-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:57:39.00	201.8634761	g	-30.71882796	1.85E-07	1221564	0.267	u		0.0015		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-3	PW23	PW23-3a	"PW23-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:57:54.00	-13.22426209	g	5.568303817	2.26E-07	1221565	0.467	u		0.0015		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-4	PW23	PW23-4a	"PW23-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:58:09.00	252.088989	g	48.10270758	5.94E-08	1221566	0.667	u		0.0015		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-5	PW23	PW23-5a	"PW23-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:58:24.00	268.777684	g	-14.26720742	5.87E-07	1221567	0.867	u		0.0015		
This study	Botswana 2012	Mosolotsane 5 Sill	PW23-7	PW23	PW23-7a	"PW23-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:02:17:58:39.00	260.7782139	g	-59.95757801	1.19E-07	1221568	1.067	u		0.0015		
