tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Manyana Sill	PW3-1	PW3	PW3-1a	"PW3-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:11:37:50.00	32.24802898	g	35.87368318	0.000129595	1174138		u				
This study	Botswana 2012	Manyana Sill	PW3-2	PW3	PW3-2a	"PW3-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:11:44:44.00	23.01477709	g	36.24818997	7.91E-05	1174139		u				
This study	Botswana 2012	Manyana Sill	PW3-4	PW3	PW3-4a	"PW3-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:11:51:25.00	-32.47755483	g	-37.28462374	6.09E-05	1174140		u				
This study	Botswana 2012	Manyana Sill	PW3-7	PW3	PW3-7a	"PW3-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:11:57:25.00	-225.6233833	g	70.85748784	4.13E-05	1174141		u				
This study	Botswana 2012	Manyana Sill	PW3-8	PW3	PW3-8a	"PW3-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:12:10:45.00	-38.8164965	g	-17.67436295	0.000122337	1174149		u				
This study	Botswana 2012	Manyana Sill	PW3-11	PW3	PW3-11a	"PW3-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:12:17:14.00	46.62433355	g	-12.43907629	0.000343172	1174150		u				
This study	Botswana 2012	Manyana Sill	PW3-13	PW3	PW3-13a	"PW3-13a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:12:24:39.00	-251.7963555	g	20.227477	0.000322034	1174151		u				
This study	Botswana 2012	Manyana Sill	PW3-15	PW3	PW3-15a	"PW3-15a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:26:12:29:56.00	261.1280008	g	31.47499485	0.0002045	1174152		u				
This study	Botswana 2012	Manyana Sill	PW3-1	PW3	PW3-1a	"PW3-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:13:16:40:10.00	32.83250361	g	38.37653821	6.74E-05	1205666		u				77
This study	Botswana 2012	Manyana Sill	PW3-2	PW3	PW3-2a	"PW3-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:13:16:46:26.00	25.76392929	g	38.22838837	5.31E-05	1205667		u				77
This study	Botswana 2012	Manyana Sill	PW3-4	PW3	PW3-4a	"PW3-4a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:13:16:54:00.00	-31.15576755	g	-35.15505047	3.69E-05	1205684		u				77
This study	Botswana 2012	Manyana Sill	PW3-7	PW3	PW3-7a	"PW3-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:14:10:04:24.00	-230.000964	g	68.90568699	2.84E-05	1205922		u				77
This study	Botswana 2012	Manyana Sill	PW3-8	PW3	PW3-8a	"PW3-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:14:10:11:58.00	-34.09395969	g	-14.72992138	5.93E-05	1205931		u				77
This study	Botswana 2012	Manyana Sill	PW3-11	PW3	PW3-11a	"PW3-11a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:14:10:18:53.00	46.88238489	g	-11.40466428	0.000189298	1205940		u				77
This study	Botswana 2012	Manyana Sill	PW3-13	PW3	PW3-13a	"PW3-13a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:14:10:25:49.00	-241.3030696	g	12.38156735	0.000153321	1205949		u				77
This study	Botswana 2012	Manyana Sill	PW3-15	PW3	PW3-15a	"PW3-15a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:03:14:10:33:44.00	262.1921668	g	28.42259595	0.000128858	1205958		u				77
This study	Botswana 2012	Manyana Sill	PW3-1	PW3	PW3-1a	"PW3-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:02:11:37:16.00	36.04619918	g	41.14326217	6.68E-05	1221386		u		0.005		
