tab 	magic_measurements
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Kgale Peak Sill	PW2-9	PW2	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:16:59:50.00	262.4706367	g	87.58067316	3.70E-07	1233386	0.667	u	0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	PW2	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:06:28.00	268.4827247	g	39.74532286	5.65E-07	1233392	0.067	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	PW2	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:06:43.00	258.6508636	g	17.93386645	6.95E-07	1233393	0.267	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	PW2	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:06:58.00	-71.09954269	g	72.05408525	3.82E-07	1233394	0.467	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	PW2	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:07:13.00	-75.4993578	g	84.63786298	2.56E-07	1233395	0.667	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-2	PW2	PW2-2a	"PW2-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:14:20.00	-80.21991908	g	43.85867098	3.77E-07	1233401	0.067	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-4	PW2	PW2-4a	"PW2-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:14:35.00	255.2383539	g	19.72962002	4.36E-07	1233402	0.267	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-8	PW2	PW2-8a	"PW2-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:14:50.00	-55.52115585	g	69.77784926	3.01E-07	1233403	0.467	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-9	PW2	PW2-9a	"PW2-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:22:17:15:05.00	-56.73098623	g	75.82917291	1.77E-07	1233404	0.667	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:09:27:20.00	265.6175707	g	10.1635199	4.74E-05	1234089	0.667	u	0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:09:32:48.00	-188.2518561	g	-25.27443843	2.28E-05	1234090	0.667	u	0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:10:01:48.00	-77.54500186	g	-52.45021017	8.01E-05	1234102	0.667	u	0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:10:08:19.00	45.62858351	g	14.86702284	0.000171518	1234103	0.667	u	0.03		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:13:12:34.00	264.3377183	g	10.47402252	3.65E-05	1234282	0.667	u	0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:13:18:21.00	-181.5460946	g	-21.37949362	8.67E-06	1234291	0.667	u	0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:13:24:19.00	-77.37276026	g	-54.13457958	4.48E-05	1234300	0.667	u	0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:24:13:30:28.00	46.40183177	g	14.13628684	0.0001217	1234309	0.667	u	0.04		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:25:11:31:32.00	266.5951986	g	10.97214982	2.66E-05	1234750	0.667	u	0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:25:11:36:43.00	-74.04677322	g	-53.77475105	2.90E-05	1234751	0.667	u	0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:25:11:42:52.00	47.69671075	g	13.12295425	8.39E-05	1234760	0.667	u	0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:13:32:05.00	-180.3237621	g	-12.94758243	4.73E-06	1234809	0.067	u	0.05		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:13:38:33.00	187.3900309	g	0.711865738	2.57E-06	1234818	0.067	u	0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:13:44:40.00	200.2877938	g	23.00317294	1.59E-06	1234824	0.067	u	0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:13:50:54.00	213.0828656	g	38.89129951	1.32E-06	1234831	0.067	u	0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:13:57:17.00	229.1502777	g	50.27316941	1.21E-06	1234836	0.067	u	0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:03:50.00	239.7437111	g	54.8542453	1.11E-06	1234843	0.067	u	0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:10:41.00	248.2844804	g	57.06979621	8.98E-07	1234849	0.067	u	0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:17:49.00	246.665826	g	54.92104871	6.76E-07	1234854	0.067	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-3	PW2	PW2-3a	"PW2-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:25:26.00	245.6281946	g	53.61012759	4.26E-07	1234860	0.067	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:51:19.00	258.5652017	g	10.77859106	1.94E-05	1234869	0.067	u	0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:51:34.00	-78.34801998	g	-53.55617282	1.98E-05	1234870	0.267	u	0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:57:26.00	258.7007001	g	11.18290992	1.53E-05	1234874	0.067	u	0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:14:57:41.00	-77.76008691	g	-53.03578026	1.46E-05	1234875	0.267	u	0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:03:40.00	258.850949	g	11.6229038	1.20E-05	1234880	0.067	u	0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:03:55.00	-77.07979679	g	-52.40202854	1.10E-05	1234881	0.267	u	0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:10:04.00	259.0557182	g	12.13161421	9.00E-06	1234885	0.067	u	0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:10:19.00	-76.65523361	g	-51.03222009	7.65E-06	1234886	0.267	u	0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:16:37.00	259.4059998	g	12.6222198	6.58E-06	1234891	0.067	u	0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:16:52.00	-75.8224986	g	-48.66279866	5.06E-06	1234892	0.267	u	0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:23:29.00	259.9411986	g	13.43252292	3.96E-06	1234897	0.067	u	0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:23:44.00	-78.28055332	g	-43.64825885	2.18E-06	1234898	0.267	u	0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:30:39.00	260.2858681	g	13.39733598	2.39E-06	1234902	0.067	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:30:54.00	-77.91369283	g	-33.33875304	8.89E-07	1234903	0.267	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-1	PW2	PW2-1a	"PW2-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:38:17.00	260.6372282	g	16.50204536	1.24E-06	1234907	0.067	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-6	PW2	PW2-6a	"PW2-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:25:15:38:33.00	265.1926524	g	-2.642564655	2.35E-07	1234908	0.267	u	0.17		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:29:09:38:54.00	48.13100969	g	14.32042061	6.26E-05	1236126	0.267	u	0.06		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:29:09:55:02.00	49.05240653	g	13.9494682	4.21E-05	1236128	0.267	u	0.07		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:29:15:08:33.00	48.45733117	g	14.49486183	3.01E-05	1236285	0.267	u	0.08		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:29:15:27:48.00	49.38155785	g	14.67283189	2.08E-05	1236303	0.267	u	0.09		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:30:09:08:29.00	43.27999323	g	13.80547939	1.57E-05	1236362	0.067	u	0.1		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:30:09:15:01.00	44.25652133	g	14.17348263	9.38E-06	1236364	0.067	u	0.12		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:30:09:21:51.00	44.32655573	g	15.69830476	5.31E-06	1236366	0.067	u	0.14		
This study	Botswana 2012	Kgale Peak Sill	PW2-7	PW2	PW2-7a	"PW2-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z	2013:04:30:09:29:10.00	43.95171797	g	18.39454223	2.32E-06	1236368	0.067	u	0.17		
